"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node10.ltseng-123454.hyflowtm-pg0.utah.cloudlab.us",,,,"User:","root"
"Cmdline:","dstat -t -T -cdnm --io --output server_6.dstat.csv 1",,,,"Date:","12 Apr 2022 16:25:31 MDT"
"system","epoch","total cpu usage",,,,,"dsk/total",,"net/total",,"memory usage",,,,"io/total",
"time","epoch","usr","sys","idl","wai","stl","read","writ","recv","send","used","free","buff","cach","read","writ"
12-04 16:25:31,1649802331.114,0.867,0.059,99.070,0.004,0,23985.001,1731413.084,0,0,579268608,64139976704,64012288,2502656000,1.775,4.059
12-04 16:25:32,1649802332.116,0.125,0,99.875,0,0,0,0,35018,31059,581242880,64137932800,64012288,2502668288,0,0
12-04 16:25:33,1649802333.115,5.019,4.831,90.088,0.063,0,0,4907008,80361,77107,591532032,64127631360,64020480,2502672384,0,604
12-04 16:25:34,1649802334.116,3.394,3.583,93.023,0,0,0,0,465988,435923,592621568,64126541824,64020480,2502672384,0,0
12-04 16:25:35,1649802335.116,6.613,4.759,88.628,0,0,0,0,1103672,1071149,595169280,64123994112,64020480,2502672384,0,0
12-04 16:25:36,1649802336.116,7.227,4.509,88.264,0,0,0,0,1145094,1114976,596951040,64122212352,64020480,2502672384,0,0
12-04 16:25:37,1649802337.116,6.436,5.198,88.366,0,0,0,0,1152214,1138812,595431424,64123731968,64020480,2502672384,0,0
12-04 16:25:38,1649802338.116,6.149,5.280,88.571,0,0,0,0,1172175,1128801,596955136,64122208256,64020480,2502672384,0,0
12-04 16:25:39,1649802339.116,6.634,4.960,88.407,0,0,0,114688,1156917,1131314,596004864,64123150336,64028672,2502672384,0,6
12-04 16:25:40,1649802340.116,6.625,5.139,88.235,0,0,0,0,1161454,1129143,596881408,64122273792,64028672,2502672384,0,0
12-04 16:25:41,1649802341.116,7.547,5.600,86.853,0,0,0,0,1166449,1133019,596430848,64122724352,64028672,2502672384,0,0
12-04 16:25:42,1649802342.116,7.284,4.691,88.025,0,0,0,0,1177047,1145133,597749760,64121405440,64028672,2502672384,0,0
12-04 16:25:43,1649802343.116,7.121,4.644,88.235,0,0,0,106496,1180935,1150057,596996096,64122159104,64028672,2502672384,0,22
12-04 16:25:44,1649802344.116,6.404,5.727,87.869,0,0,0,0,1177551,1143663,596742144,64122413056,64028672,2502672384,0,0
12-04 16:25:45,1649802345.116,7.222,5.569,87.209,0,0,0,90112,1190149,1159627,597200896,64121946112,64036864,2502672384,0,6
12-04 16:25:46,1649802346.116,7.041,4.941,88.017,0,0,0,0,1170367,1138656,597045248,64122101760,64036864,2502672384,0,0
12-04 16:25:47,1649802347.116,5.974,5.289,88.737,0,0,0,0,1169973,1133367,596488192,64122658816,64036864,2502672384,0,0
12-04 16:25:48,1649802348.116,6.724,5.367,87.909,0,0,0,0,1165855,1125755,597753856,64121389056,64036864,2502676480,0,0
12-04 16:25:49,1649802349.116,6.753,4.895,88.352,0,0,0,0,1177438,1143140,597598208,64121544704,64036864,2502676480,0,0
12-04 16:25:50,1649802350.116,6.576,4.963,88.462,0,0,0,0,1182834,1155646,599076864,64120066048,64036864,2502676480,0,0
12-04 16:25:51,1649802351.116,6.860,5.130,87.948,0.062,0,0,106496,1187143,1161636,597778432,64121356288,64045056,2502676480,0,8
12-04 16:25:52,1649802352.116,7.213,4.932,87.855,0,0,0,0,1173340,1144332,597512192,64121622528,64045056,2502676480,0,0
12-04 16:25:53,1649802353.116,6.559,5.260,88.181,0,0,0,0,1177257,1147042,596762624,64122372096,64045056,2502676480,0,0
12-04 16:25:54,1649802354.116,6.604,4.735,88.660,0,0,0,0,1173579,1147672,596717568,64122417152,64045056,2502676480,0,0
12-04 16:25:55,1649802355.116,6.312,5.446,88.243,0,0,0,0,1191704,1160783,597118976,64122015744,64045056,2502676480,0,0
12-04 16:25:56,1649802356.116,6.371,4.747,88.882,0,0,0,0,1192350,1164781,597647360,64121487360,64045056,2502676480,0,0
12-04 16:25:57,1649802357.116,6.078,4.699,89.223,0,0,0,106496,1195411,1165740,598732800,64120393728,64053248,2502676480,0,6
12-04 16:25:58,1649802358.116,5.816,5.066,89.118,0,0,0,0,1180636,1148188,597413888,64121712640,64053248,2502676480,0,0
12-04 16:25:59,1649802359.116,6.554,4.432,89.014,0,0,0,0,1175834,1139760,597479424,64121647104,64053248,2502676480,0,0
12-04 16:26:00,1649802360.116,7.489,5.034,87.477,0,0,0,0,1188744,1153482,595263488,64123863040,64053248,2502676480,0,0
12-04 16:26:01,1649802361.116,6.011,4.759,89.230,0,0,0,0,1172034,1139855,596451328,64122671104,64053248,2502680576,0,0
12-04 16:26:02,1649802362.116,7.380,5.043,87.577,0,0,0,0,1183726,1153277,596488192,64122634240,64053248,2502680576,0,0
12-04 16:26:03,1649802363.116,7.451,4.865,87.623,0.062,0,0,892928,1181675,1147129,597299200,64121815040,64061440,2502680576,0,158
12-04 16:26:04,1649802364.116,6.988,4.886,88.126,0,0,0,0,1179495,1149758,596348928,64122765312,64061440,2502680576,0,0
12-04 16:26:05,1649802365.116,5.383,4.497,90.120,0,0,0,0,1186024,1152985,597901312,64121212928,64061440,2502680576,0,0
12-04 16:26:06,1649802366.116,7.209,4.929,87.862,0,0,0,0,1173269,1137809,598196224,64120918016,64061440,2502680576,0,0
12-04 16:26:07,1649802367.116,7.028,5.055,87.916,0,0,0,0,1170871,1134994,596729856,64122384384,64061440,2502680576,0,0
12-04 16:26:08,1649802368.116,6.211,5.217,88.571,0,0,0,90112,1171929,1146107,597032960,64122073088,64069632,2502680576,0,6
12-04 16:26:09,1649802369.116,7.248,5.221,87.531,0,0,0,0,1177922,1151833,597622784,64121483264,64069632,2502680576,0,0
12-04 16:26:10,1649802370.116,6.988,4.886,88.126,0,0,0,0,1175126,1142353,596520960,64122585088,64069632,2502680576,0,0
12-04 16:26:11,1649802371.115,7.398,4.809,87.793,0,0,0,0,1183464,1155735,598388736,64120717312,64069632,2502680576,0,0
12-04 16:26:12,1649802372.116,6.691,5.081,88.228,0,0,0,0,1184550,1152554,597344256,64121761792,64069632,2502680576,0,0
12-04 16:26:13,1649802373.116,7.589,5.202,87.209,0,0,0,106496,1194021,1157688,597508096,64121585664,64077824,2502684672,0,8
12-04 16:26:14,1649802374.116,6.234,4.925,88.840,0,0,0,0,1178250,1150829,596885504,64122208256,64077824,2502684672,0,0
12-04 16:26:15,1649802375.116,7.396,5.440,87.164,0,0,0,0,1190255,1155921,596770816,64122322944,64077824,2502684672,0,0
12-04 16:26:16,1649802376.115,6.918,5.065,88.017,0,0,0,0,1181972,1154997,595861504,64123232256,64077824,2502684672,0,0
12-04 16:26:17,1649802377.116,7.248,5.160,87.592,0,0,0,0,1180687,1156040,597704704,64121389056,64077824,2502684672,0,0
12-04 16:26:18,1649802378.116,7.791,5.417,86.732,0.061,0,0,90112,1168579,1141154,597282816,64121802752,64086016,2502684672,0,6
12-04 16:26:19,1649802379.116,6.472,4.916,88.612,0,0,0,40960,1197746,1174622,597241856,64121843712,64086016,2502684672,0,10
12-04 16:26:20,1649802380.116,7.364,4.394,88.243,0,0,0,0,1179151,1144089,596111360,64122974208,64086016,2502684672,0,0
12-04 16:26:21,1649802381.116,6.799,5.192,88.010,0,0,0,0,1178284,1146982,597061632,64122023936,64086016,2502684672,0,0
12-04 16:26:22,1649802382.116,6.716,5.299,87.985,0,0,0,0,1174894,1151019,597426176,64121659392,64086016,2502684672,0,0
12-04 16:26:23,1649802383.116,5.828,5.456,88.717,0,0,0,90112,1037573,1011324,597688320,64121389056,64094208,2502684672,0,6
12-04 16:26:24,1649802384.116,6.503,4.969,88.528,0,0,0,0,877726,858936,597377024,64121700352,64094208,2502684672,0,0
12-04 16:26:25,1649802385.116,6.947,5.119,87.934,0,0,0,0,846098,818858,596942848,64122134528,64094208,2502684672,0,0
12-04 16:26:26,1649802386.116,5.868,4.941,89.191,0,0,0,0,845671,813121,596684800,64122392576,64094208,2502684672,0,0
12-04 16:26:27,1649802387.116,5.587,4.718,89.696,0,0,0,0,830363,802281,597950464,64121126912,64094208,2502684672,0,0
12-04 16:26:28,1649802388.116,5.901,4.534,89.565,0,0,0,90112,864120,836023,597463040,64121606144,64102400,2502684672,0,6
12-04 16:26:29,1649802389.116,6.100,4.929,88.971,0,0,0,0,856400,827073,597762048,64121307136,64102400,2502684672,0,0
12-04 16:26:30,1649802390.116,6.838,5.067,88.095,0,0,0,0,847844,823455,598175744,64120893440,64102400,2502684672,0,0
12-04 16:26:31,1649802391.116,6.536,5.315,88.149,0,0,0,0,859237,831206,597663744,64121405440,64102400,2502684672,0,0
12-04 16:26:32,1649802392.116,7.100,5.279,87.621,0,0,0,0,851942,823313,596574208,64122494976,64102400,2502684672,0,0
12-04 16:26:33,1649802393.116,6.265,5.037,88.636,0.061,0,0,90112,848014,821869,597131264,64121929728,64110592,2502684672,0,6
12-04 16:26:34,1649802394.116,6.585,4.615,88.800,0,0,0,8192,852775,825861,596037632,64123023360,64110592,2502684672,0,2
12-04 16:26:35,1649802395.116,7.308,4.750,87.942,0,0,0,0,856922,828652,596738048,64122318848,64110592,2502688768,0,0
12-04 16:26:36,1649802396.116,6.573,5.539,87.888,0,0,0,0,840717,816692,596463616,64122593280,64110592,2502688768,0,0
12-04 16:26:37,1649802397.116,6.369,5.144,88.487,0,0,0,0,784213,793805,595955712,64123101184,64110592,2502688768,0,0
12-04 16:26:38,1649802398.115,5.897,5.221,88.882,0,0,0,98304,746261,770133,597643264,64121401344,64118784,2502692864,0,8
12-04 16:26:39,1649802399.115,6.667,4.648,88.685,0,0,0,24576,741782,765409,596557824,64122486784,64118784,2502692864,0,2
12-04 16:26:40,1649802400.116,6.185,5.021,88.794,0,0,0,0,735946,767473,595746816,64123297792,64118784,2502692864,0,0
12-04 16:26:41,1649802401.116,5.977,4.498,89.526,0,0,0,0,670435,735849,596975616,64122068992,64118784,2502692864,0,0
12-04 16:26:42,1649802402.116,5.850,4.557,89.594,0,0,0,0,644998,719994,597573632,64121470976,64118784,2502692864,0,0
12-04 16:26:43,1649802403.116,5.603,4.741,89.655,0,0,0,114688,598018,697011,596791296,64122245120,64126976,2502692864,0,10
12-04 16:26:44,1649802404.116,5.432,4.383,90.185,0,0,0,0,555160,682388,597721088,64121315328,64126976,2502692864,0,0
12-04 16:26:45,1649802405.116,5.893,4.420,89.687,0,0,0,0,545574,672924,595951616,64123084800,64126976,2502692864,0,0
12-04 16:26:46,1649802406.116,4.839,4.591,90.571,0,0,0,0,550840,677762,597143552,64121892864,64126976,2502692864,0,0
12-04 16:26:47,1649802407.116,5.347,4.794,89.859,0,0,0,0,532703,655230,596918272,64122118144,64126976,2502692864,0,0
12-04 16:26:48,1649802408.116,4.523,4.647,90.768,0.062,0,0,73728,460388,594519,597577728,64121450496,64135168,2502692864,0,4
12-04 16:26:49,1649802409.116,4.994,4.377,90.629,0,0,0,0,425708,549761,596922368,64122105856,64135168,2502692864,0,0
12-04 16:26:50,1649802410.116,4.418,4.169,91.413,0,0,0,0,425430,553031,596746240,64122281984,64135168,2502692864,0,0
12-04 16:26:51,1649802411.116,4.195,3.569,92.235,0,0,0,0,376473,508464,597168128,64121860096,64135168,2502692864,0,0
12-04 16:26:52,1649802412.115,4.399,3.965,91.636,0,0,0,0,311718,438241,596459520,64122568704,64135168,2502692864,0,0
12-04 16:26:53,1649802413.115,4.221,3.911,91.868,0,0,0,90112,307417,433454,596848640,64122171392,64143360,2502692864,0,6
12-04 16:26:54,1649802414.116,3.578,3.453,92.969,0,0,0,0,306703,433266,597278720,64121741312,64143360,2502692864,0,0
12-04 16:26:55,1649802415.116,4.396,3.963,91.641,0,0,0,0,303983,431053,598249472,64120770560,64143360,2502692864,0,0
12-04 16:26:56,1649802416.116,4.517,3.960,91.522,0,0,0,0,309380,434437,597323776,64121696256,64143360,2502692864,0,0
12-04 16:26:57,1649802417.116,4.107,3.671,92.222,0,0,0,0,304694,432008,598282240,64120737792,64143360,2502692864,0,0
12-04 16:26:58,1649802418.116,4.005,3.317,92.678,0,0,0,90112,295496,420808,597712896,64121298944,64151552,2502692864,0,6
12-04 16:26:59,1649802419.116,3.980,3.980,92.040,0,0,0,0,308901,435168,597307392,64121704448,64151552,2502692864,0,0
12-04 16:27:00,1649802420.116,3.623,3.935,92.442,0,0,0,16384,306537,433404,597610496,64121401344,64151552,2502692864,0,4
12-04 16:27:01,1649802421.116,4.104,3.794,92.102,0,0,0,0,300482,424592,597176320,64121835520,64151552,2502692864,0,0
12-04 16:27:02,1649802422.116,4.557,4.310,91.133,0,0,0,0,302487,430370,596795392,64122216448,64151552,2502692864,0,0
12-04 16:27:03,1649802423.116,3.794,4.042,92.102,0.062,0,0,90112,293187,426419,597299200,64121704448,64159744,2502692864,0,6
12-04 16:27:04,1649802424.116,3.727,4.037,92.236,0,0,0,0,243943,400664,598003712,64120999936,64159744,2502692864,0,0
12-04 16:27:05,1649802425.116,3.244,3.993,92.764,0,0,0,16384,227803,392809,598237184,64120766464,64159744,2502692864,0,4
12-04 16:27:06,1649802426.116,3.252,3.752,92.996,0,0,0,0,227603,393013,597487616,64121516032,64159744,2502692864,0,0
12-04 16:27:07,1649802427.116,3.734,3.734,92.533,0,0,0,0,227184,392896,596398080,64122605568,64159744,2502692864,0,0
12-04 16:27:08,1649802428.116,3.660,4.156,92.184,0,0,0,81920,227884,392775,596856832,64122134528,64167936,2502696960,0,6
12-04 16:27:09,1649802429.116,3.901,4.025,92.074,0,0,0,0,228516,394471,597520384,64121470976,64167936,2502696960,0,0
12-04 16:27:10,1649802430.116,3.978,3.605,92.418,0,0,0,0,227926,393058,597467136,64121520128,64167936,2502701056,0,0
12-04 16:27:11,1649802431.116,4.015,4.077,91.909,0,0,0,0,230018,395326,597798912,64121188352,64167936,2502701056,0,0
12-04 16:27:12,1649802432.116,3.856,3.731,92.413,0,0,0,0,229538,394409,597430272,64121556992,64167936,2502701056,0,0
12-04 16:27:13,1649802433.116,3.554,3.741,92.706,0,0,0,122880,231757,396730,598945792,64120033280,64176128,2502701056,0,10
12-04 16:27:14,1649802434.116,3.377,3.690,92.933,0,0,0,0,225065,385247,597946368,64121032704,64176128,2502701056,0,0
12-04 16:27:15,1649802435.116,3.009,3.260,93.730,0,0,0,16384,150706,236646,598102016,64120877056,64176128,2502701056,0,4
12-04 16:27:16,1649802436.116,3.057,3.182,93.762,0,0,0,0,67434,74905,599048192,64119930880,64176128,2502701056,0,0
12-04 16:27:17,1649802437.116,2.689,3.127,94.184,0,0,0,0,54967,52960,599052288,64119926784,64176128,2502701056,0,0
12-04 16:27:18,1649802438.116,5.098,4.154,90.686,0.063,0,0,90112,62527,61411,603303936,64115654656,64184320,2502717440,0,6
