"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node16.ltseng-123454.hyflowtm-pg0.utah.cloudlab.us",,,,"User:","root"
"Cmdline:","dstat -t -T -cdnm --io --output server_9.dstat.csv 1",,,,"Date:","12 Apr 2022 16:25:31 MDT"
"system","epoch","total cpu usage",,,,,"dsk/total",,"net/total",,"memory usage",,,,"io/total",
"time","epoch","usr","sys","idl","wai","stl","read","writ","recv","send","used","free","buff","cach","read","writ"
12-04 16:25:31,1649802331.068,0.847,0.040,99.109,0.004,0,23964.520,1703113.775,0,0,577691648,64143388672,63279104,2502434816,1.759,3.533
12-04 16:25:32,1649802332.069,0.062,0,99.938,0,0,0,0,12542,14228,578154496,64142856192,63279104,2502504448,0,0
12-04 16:25:33,1649802333.069,4.762,4.887,90.351,0,0,286720,286720,102192,98266,592334848,64128372736,63295488,2502643712,14,16
12-04 16:25:34,1649802334.069,3.632,3.632,92.736,0,0,0,0,470134,459242,595017728,64125689856,63295488,2502643712,0,0
12-04 16:25:35,1649802335.069,5.621,4.497,89.881,0,0,0,0,1101868,1102532,596307968,64124399616,63295488,2502643712,0,0
12-04 16:25:36,1649802336.069,6.448,4.588,88.965,0,0,0,0,1132521,1131564,596901888,64123805696,63295488,2502643712,0,0
12-04 16:25:37,1649802337.069,6.428,5.006,88.566,0,0,0,5300224,1171761,1172199,596889600,64123817984,63295488,2502643712,0,592
12-04 16:25:38,1649802338.069,5.805,4.744,89.451,0,0,0,0,1170078,1172052,596905984,64123801600,63295488,2502643712,0,0
12-04 16:25:39,1649802339.069,5.739,4.803,89.270,0.187,0,0,114688,1156202,1153704,597135360,64123531264,63303680,2502643712,0,6
12-04 16:25:40,1649802340.069,5.455,4.702,89.843,0,0,0,0,1169052,1178760,596926464,64123740160,63303680,2502643712,0,0
12-04 16:25:41,1649802341.069,5.576,4.574,89.850,0,0,0,0,1156939,1161346,597884928,64122781696,63303680,2502643712,0,0
12-04 16:25:42,1649802342.069,6.079,5.149,88.772,0,0,0,1081344,1180571,1184483,597749760,64122916864,63303680,2502643712,0,112
12-04 16:25:43,1649802343.069,5.773,5.276,88.951,0,0,0,0,1170704,1167203,597618688,64123047936,63303680,2502643712,0,0
12-04 16:25:44,1649802344.069,5.472,4.403,90.126,0,0,0,0,1178446,1173242,597188608,64123478016,63303680,2502643712,0,0
12-04 16:25:45,1649802345.069,5.412,4.531,90.057,0,0,0,90112,1185163,1183560,597544960,64123113472,63311872,2502643712,0,6
12-04 16:25:46,1649802346.069,5.985,4.925,89.090,0,0,0,0,1162592,1172126,597237760,64123420672,63311872,2502643712,0,0
12-04 16:25:47,1649802347.069,6.339,4.599,89.062,0,0,0,0,1166675,1161582,597135360,64123523072,63311872,2502643712,0,0
12-04 16:25:48,1649802348.069,5.300,4.290,90.410,0,0,0,0,1163518,1156098,597807104,64122847232,63311872,2502647808,0,0
12-04 16:25:49,1649802349.069,5.416,4.534,90.050,0,0,0,0,1162736,1148844,597856256,64122798080,63311872,2502647808,0,0
12-04 16:25:50,1649802350.069,6.538,4.421,89.041,0,0,0,0,1182671,1176503,597647360,64123006976,63311872,2502647808,0,0
12-04 16:25:51,1649802351.069,5.233,4.540,90.164,0.063,0,0,98304,1165655,1155517,597520384,64123125760,63320064,2502647808,0,8
