"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node0.ltseng-123454.hyflowtm-pg0.utah.cloudlab.us",,,,"User:","root"
"Cmdline:","dstat -t -T -cdnm --io --output server_1.dstat.csv 1",,,,"Date:","12 Apr 2022 16:25:31 MDT"
"system","epoch","total cpu usage",,,,,"dsk/total",,"net/total",,"memory usage",,,,"io/total",
"time","epoch","usr","sys","idl","wai","stl","read","writ","recv","send","used","free","buff","cach","read","writ"
12-04 16:25:31,1649802331.006,8.292,0.481,91.217,0.010,0,25358.875,4069145.828,0,0,664199168,60586504192,122580992,5741686784,1.936,15.585
12-04 16:25:32,1649802332.007,0.062,0.062,99.875,0,0,0,0,11776,16946,665038848,60585656320,122580992,5741690880,0,0
12-04 16:25:33,1649802333.007,6.537,4.525,88.938,0,0,0,0,126609,123521,689152000,60561375232,122580992,5741707264,0,0
12-04 16:25:34,1649802334.007,5.774,3.553,90.673,0,0,0,4915200,515646,517928,698839040,60551753728,122580992,5741694976,0,646
12-04 16:25:35,1649802335.007,4.858,4.606,90.473,0.063,0,0,229376,1099498,1109390,700964864,60549619712,122589184,5741694976,0,8
12-04 16:25:36,1649802336.007,4.525,4.270,91.205,0,0,0,0,1162752,1161227,701251584,60549332992,122589184,5741694976,0,0
12-04 16:25:37,1649802337.007,5.083,4.066,90.851,0,0,0,0,1172895,1174910,701329408,60549255168,122589184,5741694976,0,0
12-04 16:25:38,1649802338.007,4.952,4.381,90.667,0,0,0,0,1187687,1191843,702377984,60548206592,122589184,5741694976,0,0
12-04 16:25:39,1649802339.007,5.538,4.720,89.742,0,0,0,0,1182693,1187318,701820928,60548763648,122589184,5741694976,0,0
12-04 16:25:40,1649802340.007,4.461,4.589,90.950,0,0,0,0,1179174,1185717,702132224,60548452352,122589184,5741694976,0,0
12-04 16:25:41,1649802341.007,5.626,4.109,90.265,0,0,0,98304,1172712,1170801,702533632,60548042752,122597376,5741694976,0,6
12-04 16:25:42,1649802342.007,5.549,4.477,89.975,0,0,0,0,1203060,1206213,702779392,60547796992,122597376,5741694976,0,0
12-04 16:25:43,1649802343.007,5.363,4.606,90.032,0,0,0,0,1194855,1203885,701902848,60548673536,122597376,5741694976,0,0
