"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node5.fantoch-testing.hyflowtm-pg0.apt.emulab.net",,,,"User:","root"
"Cmdline:","dstat -t -T -cdnm --io --output client_3.dstat.csv 1",,,,"Date:","11 Apr 2022 12:21:16 MDT"
"system","epoch","total cpu usage",,,,,"dsk/total",,"net/total",,"memory usage",,,,"io/total",
"time","epoch","usr","sys","idl","wai","stl","read","writ","recv","send","used","free","buff","cach","read","writ"
11-04 12:21:16,1649701276.038,0.875,0.086,98.996,0.043,0,27253.733,204545.009,0,0,450539520,14873264128,28692480,1318359040,1.498,3.075
11-04 12:21:17,1649701277.039,0,0,100,0,0,0,0,40150,55324,450822144,14872956928,28692480,1318391808,0,0
11-04 12:21:18,1649701278.039,0.374,0.125,99.501,0,0,0,0,40694,58972,450822144,14872956928,28692480,1318391808,0,0
11-04 12:21:19,1649701279.039,0.063,0.125,99.812,0,0,0,0,37736,55240,450822144,14872956928,28692480,1318391808,0,0
11-04 12:21:20,1649701280.039,0.312,0.125,99.563,0,0,0,0,40687,57856,450822144,14872956928,28692480,1318391808,0,0
11-04 12:21:21,1649701281.039,0.125,0.188,99.438,0.250,0,0,73728,39268,56440,450813952,14872956928,28700672,1318391808,0,5
11-04 12:21:22,1649701282.039,0.063,0.063,99.875,0,0,0,0,39557,57556,450813952,14872956928,28700672,1318391808,0,0
11-04 12:21:23,1649701283.039,0,0,100,0,0,0,0,38688,56928,450813952,14872956928,28700672,1318391808,0,0
11-04 12:21:24,1649701284.039,0.063,0.063,99.875,0,0,0,0,39354,57578,450813952,14872956928,28700672,1318391808,0,0
11-04 12:21:25,1649701285.039,0.125,0.125,99.750,0,0,0,0,38652,56712,450813952,14872956928,28700672,1318391808,0,0
11-04 12:21:26,1649701286.039,1.251,0.688,97.936,0.125,0,0,24576,43686,60955,453144576,14870618112,28708864,1318391808,0,2
11-04 12:21:27,1649701287.039,0.063,0.063,99.875,0,0,0,0,38616,57978,453304320,14870458368,28708864,1318391808,0,0
11-04 12:21:28,1649701288.039,0.188,0.125,99.688,0,0,0,0,38298,56684,453304320,14870458368,28708864,1318391808,0,0
11-04 12:21:29,1649701289.039,0.125,0.125,99.750,0,0,0,0,38772,57898,453300224,14870458368,28708864,1318395904,0,0
11-04 12:21:30,1649701290.039,0,0.063,99.937,0,0,0,0,38663,56398,453300224,14870458368,28708864,1318395904,0,0
11-04 12:21:31,1649701291.039,0.125,0.125,99.750,0,0,0,0,39282,58100,453300224,14870458368,28708864,1318395904,0,0
11-04 12:21:32,1649701292.039,0.312,0.125,99.313,0.250,0,0,45056,38876,56698,453292032,14870458368,28717056,1318395904,0,3
11-04 12:21:33,1649701293.039,0.063,0.063,99.875,0,0,0,0,39586,57828,453292032,14870458368,28717056,1318395904,0,0
