"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node7.ltseng-123454.hyflowtm-pg0.utah.cloudlab.us",,,,"User:","root"
"Cmdline:","dstat -t -T -cdnm --io --output client_4.dstat.csv 1",,,,"Date:","12 Apr 2022 15:41:08 MDT"
"system","epoch","total cpu usage",,,,,"dsk/total",,"net/total",,"memory usage",,,,"io/total",
"time","epoch","usr","sys","idl","wai","stl","read","writ","recv","send","used","free","buff","cach","read","writ"
12-04 15:41:08,1649799668.149,0.969,0.047,98.981,0.004,0,27452.733,1961905.935,0,0,576507904,64145539072,62799872,2502225920,2.013,4.500
12-04 15:41:09,1649799669.150,0.063,0,99.937,0,0,0,0,26062,29384,576851968,64145100800,62799872,2502332416,0,0
12-04 15:41:10,1649799670.150,0,0,100,0,0,0,0,24000,24652,576978944,64144973824,62799872,2502332416,0,0
12-04 15:41:11,1649799671.150,0.125,0,99.875,0,0,0,0,24890,24306,576978944,64144973824,62799872,2502332416,0,0
12-04 15:41:12,1649799672.150,0,0.063,99.937,0,0,0,0,22938,22546,577105920,64144846848,62799872,2502332416,0,0
12-04 15:41:13,1649799673.150,0.063,0,99.937,0,0,0,0,24130,24070,577105920,64144846848,62799872,2502332416,0,0
12-04 15:41:14,1649799674.150,0.063,0.125,99.812,0,0,0,180224,24485,24539,577638400,64144306176,62808064,2502332416,0,12
12-04 15:41:15,1649799675.150,0.125,0.063,99.812,0,0,0,0,24914,26787,577740800,64144203776,62808064,2502332416,0,0
12-04 15:41:16,1649799676.150,0.063,0,99.937,0,0,0,0,22960,23530,577740800,64144203776,62808064,2502332416,0,0
12-04 15:41:17,1649799677.150,0.125,0,99.875,0,0,0,0,22805,23756,577732608,64144211968,62808064,2502332416,0,0
12-04 15:41:18,1649799678.150,1.377,0.751,97.872,0,0,0,0,27991,29111,579825664,64142118912,62808064,2502332416,0,0
12-04 15:41:19,1649799679.150,0.063,0.063,99.812,0.063,0,0,3137536,23612,23696,579477504,64142434304,62816256,2502332416,0,456
12-04 15:41:20,1649799680.150,0,0,100,0,0,0,0,22767,23516,579469312,64142442496,62816256,2502332416,0,0
12-04 15:41:21,1649799681.150,0.063,0.063,99.875,0,0,0,0,24182,24264,579469312,64142442496,62816256,2502332416,0,0
12-04 15:41:22,1649799682.150,0,0,100,0,0,0,0,23045,23682,579469312,64142442496,62816256,2502332416,0,0
12-04 15:41:23,1649799683.150,0,0.063,99.937,0,0,0,0,23320,23562,579461120,64142450688,62816256,2502332416,0,0
12-04 15:41:24,1649799684.150,0.125,0,99.875,0,0,0,57344,24037,24334,579452928,64142450688,62824448,2502332416,0,4
12-04 15:41:25,1649799685.150,0.063,0.063,99.875,0,0,0,802816,24009,24278,579452928,64142450688,62824448,2502332416,0,102
12-04 15:41:26,1649799686.150,0,0,100,0,0,0,0,23351,23128,579452928,64142450688,62824448,2502332416,0,0
12-04 15:41:27,1649799687.150,0,0,100,0,0,0,0,23945,23668,579452928,64142450688,62824448,2502332416,0,0
12-04 15:41:28,1649799688.150,0.063,0.063,99.875,0,0,0,0,25716,25845,579960832,64141942784,62824448,2502332416,0,0
12-04 15:41:29,1649799689.150,1.440,0.626,97.871,0.063,0,0,90112,25968,27378,579936256,64141946880,62832640,2502328320,0,6
12-04 15:41:30,1649799690.150,0,0,100,0,0,0,0,22823,22906,579227648,64142655488,62832640,2502336512,0,0
12-04 15:41:31,1649799691.150,0,0,100,0,0,0,0,23936,24070,579227648,64142655488,62832640,2502336512,0,0
12-04 15:41:32,1649799692.150,0.063,0.063,99.875,0,0,0,0,23895,24472,579227648,64142655488,62832640,2502336512,0,0
12-04 15:41:33,1649799693.150,0.063,0,99.937,0,0,0,0,23713,23502,579227648,64142655488,62832640,2502336512,0,0
12-04 15:41:34,1649799694.150,0,0,100,0,0,0,32768,23944,22990,579227648,64142655488,62840832,2502328320,0,4
12-04 15:41:35,1649799695.150,0,0,100,0,0,0,0,23865,23876,579211264,64142663680,62840832,2502336512,0,0
12-04 15:41:36,1649799696.150,0.063,0,99.937,0,0,0,0,23155,23724,579211264,64142663680,62840832,2502336512,0,0
12-04 15:41:37,1649799697.150,0.063,0,99.937,0,0,0,0,23651,23890,579211264,64142663680,62840832,2502336512,0,0
12-04 15:41:38,1649799698.150,0.063,0.063,99.875,0,0,0,0,23551,23890,579211264,64142663680,62840832,2502336512,0,0
12-04 15:41:39,1649799699.150,1.442,0.502,98.056,0,0,0,0,28280,28657,580788224,64141078528,62840832,2502332416,0,0
12-04 15:41:40,1649799700.150,0,0.063,99.937,0,0,0,114688,24256,24278,580382720,64141471744,62849024,2502340608,0,12
12-04 15:41:41,1649799701.150,0.063,0,99.937,0,0,0,0,22695,23100,580374528,64141479936,62849024,2502340608,0,0
12-04 15:41:42,1649799702.150,0,0,100,0,0,0,0,24244,24112,580374528,64141479936,62849024,2502340608,0,0
12-04 15:41:43,1649799703.150,0,0.063,99.937,0,0,0,0,23477,24084,580374528,64141479936,62849024,2502340608,0,0
12-04 15:41:44,1649799704.150,0,0,100,0,0,0,0,24016,24292,580366336,64141488128,62849024,2502340608,0,0
12-04 15:41:45,1649799705.150,0,0,99.937,0.063,0,0,57344,22710,22934,580366336,64141488128,62857216,2502332416,0,4
12-04 15:41:46,1649799706.150,0.063,0.063,99.875,0,0,0,0,23861,24084,580358144,64141488128,62857216,2502340608,0,0
12-04 15:41:47,1649799707.150,0.063,0,99.937,0,0,0,0,23267,23502,580358144,64141488128,62857216,2502340608,0,0
12-04 15:41:48,1649799708.150,0.063,0.125,99.812,0,0,0,0,23836,24306,580358144,64141488128,62857216,2502340608,0,0
12-04 15:41:49,1649799709.150,0.751,0.250,98.999,0,0,0,0,26797,26845,583245824,64138600448,62857216,2502340608,0,0
