"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node3.ltseng-123454.hyflowtm-pg0.utah.cloudlab.us",,,,"User:","root"
"Cmdline:","dstat -t -T -cdnm --io --output client_2.dstat.csv 1",,,,"Date:","12 Apr 2022 15:41:08 MDT"
"system","epoch","total cpu usage",,,,,"dsk/total",,"net/total",,"memory usage",,,,"io/total",
"time","epoch","usr","sys","idl","wai","stl","read","writ","recv","send","used","free","buff","cach","read","writ"
12-04 15:41:08,1649799668.196,0.997,0.054,98.943,0.006,0,28067.881,2047582.084,0,0,581025792,64131641344,70602752,2502356992,2.028,5.337
12-04 15:41:09,1649799669.197,0.062,0.062,99.875,0,0,0,0,30568,30320,581066752,64131579904,70602752,2502377472,0,0
12-04 15:41:10,1649799670.197,0.063,0.063,99.875,0,0,0,0,29005,30084,581066752,64131579904,70602752,2502377472,0,0
12-04 15:41:11,1649799671.197,0.125,0.063,99.812,0,0,0,0,30453,30334,581066752,64131579904,70602752,2502377472,0,0
12-04 15:41:12,1649799672.197,0.063,0,99.937,0,0,0,0,30211,30338,581320704,64131325952,70602752,2502377472,0,0
12-04 15:41:13,1649799673.197,0.063,0.063,99.875,0,0,0,147456,30030,30472,581320704,64131325952,70610944,2502369280,0,10
12-04 15:41:14,1649799674.197,0.125,0.125,99.750,0,0,0,0,29619,30112,581439488,64131198976,70610944,2502377472,0,0
12-04 15:41:15,1649799675.197,0.125,0.062,99.812,0,0,0,0,29339,30380,581439488,64131198976,70610944,2502377472,0,0
12-04 15:41:16,1649799676.197,0.125,0.125,99.750,0,0,0,0,29682,30888,581566464,64131072000,70610944,2502377472,0,0
12-04 15:41:17,1649799677.197,0.063,0.063,99.875,0,0,0,0,28898,30292,581566464,64131072000,70610944,2502377472,0,0
12-04 15:41:18,1649799678.197,1.689,0.563,97.749,0,0,0,1974272,34182,35946,584306688,64128331776,70610944,2502377472,0,370
12-04 15:41:19,1649799679.197,0.063,0.125,99.812,0,0,0,57344,29958,30528,584126464,64128503808,70619136,2502377472,0,4
