"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node5.fantoch-testing.hyflowtm-pg0.apt.emulab.net",,,,"User:","root"
"Cmdline:","dstat -t -T -cdnm --io --output client_3.dstat.csv 1",,,,"Date:","11 Apr 2022 09:55:33 MDT"
"system","epoch","total cpu usage",,,,,"dsk/total",,"net/total",,"memory usage",,,,"io/total",
"time","epoch","usr","sys","idl","wai","stl","read","writ","recv","send","used","free","buff","cach","read","writ"
11-04 09:55:33,1649692533.070,1.331,0.128,98.480,0.060,0,41507.155,300848.003,0,0,450412544,14883434496,22695936,1314357248,2.253,4.248
11-04 09:55:34,1649692534.071,0,0.062,99.875,0.062,0,0,1232896,18028,23522,450945024,14882885632,22695936,1314373632,0,219
11-04 09:55:35,1649692535.071,0,0,100,0,0,0,0,19273,22894,450945024,14882885632,22695936,1314373632,0,0
11-04 09:55:36,1649692536.071,0.125,0,99.875,0,0,0,0,18855,22894,450945024,14882885632,22695936,1314373632,0,0
11-04 09:55:37,1649692537.071,0,0,100,0,0,0,0,18164,22894,450945024,14882885632,22695936,1314373632,0,0
11-04 09:55:38,1649692538.071,0.063,0,99.937,0,0,0,0,19500,24624,451072000,14882758656,22695936,1314373632,0,0
11-04 09:55:39,1649692539.071,0.063,0,99.687,0.250,0,0,73728,18604,24624,451063808,14882758656,22704128,1314373632,0,5
11-04 09:55:40,1649692540.071,0.062,0.125,99.813,0,0,0,0,17566,23166,451317760,14882504704,22704128,1314373632,0,0
11-04 09:55:41,1649692541.071,0,0,100,0,0,0,0,18530,23194,451317760,14882504704,22704128,1314373632,0,0
11-04 09:55:42,1649692542.071,0,0,100,0,0,0,0,18787,22908,451444736,14882377728,22704128,1314373632,0,0
11-04 09:55:43,1649692543.071,1.378,0.439,98.183,0,0,0,0,23985,28009,455585792,14878232576,22704128,1314373632,0,0
11-04 09:55:44,1649692544.071,0,0.063,99.937,0,0,0,0,19436,24760,454733824,14879088640,22704128,1314373632,0,0
11-04 09:55:45,1649692545.071,0,0,99.875,0.125,0,0,32768,19231,24324,454725632,14879088640,22712320,1314373632,0,2
11-04 09:55:46,1649692546.071,0.063,0,99.937,0,0,0,0,18418,23452,454725632,14879088640,22712320,1314373632,0,0
11-04 09:55:47,1649692547.071,0.063,0,99.937,0,0,0,0,17619,23166,454725632,14879088640,22712320,1314373632,0,0
11-04 09:55:48,1649692548.071,0,0,100,0,0,0,0,18258,23180,454725632,14879088640,22712320,1314373632,0,0
11-04 09:55:49,1649692549.071,0.063,0,99.937,0,0,0,0,18708,24924,454725632,14879088640,22712320,1314373632,0,0
11-04 09:55:50,1649692550.071,0,0.063,99.937,0,0,0,4096,18313,24024,454725632,14879088640,22712320,1314373632,0,1
11-04 09:55:51,1649692551.071,0.063,0,99.812,0.125,0,0,16384,18694,23194,454717440,14879088640,22720512,1314373632,0,2
11-04 09:55:52,1649692552.071,0,0,100,0,0,0,0,18243,23752,454717440,14879088640,22720512,1314373632,0,0
11-04 09:55:53,1649692553.071,0,0,100,0,0,0,0,18583,23620,454717440,14879088640,22720512,1314373632,0,0
11-04 09:55:54,1649692554.071,1.312,0.687,98.001,0,0,0,0,22934,29421,454414336,14879391744,22720512,1314373632,0,0
11-04 09:55:55,1649692555.071,0.063,0,99.937,0,0,0,0,18118,23452,454414336,14879391744,22720512,1314373632,0,0
11-04 09:55:56,1649692556.071,0,0,99.812,0.188,0,0,32768,18740,24102,454406144,14879391744,22728704,1314373632,0,2
11-04 09:55:57,1649692557.071,0,0.063,99.937,0,0,0,0,18316,23738,454406144,14879391744,22728704,1314373632,0,0
11-04 09:55:58,1649692558.071,0.125,0,99.875,0,0,0,0,18570,23752,454397952,14879399936,22728704,1314373632,0,0
11-04 09:55:59,1649692559.071,0,0.063,99.937,0,0,0,0,17598,23844,454397952,14879399936,22728704,1314373632,0,0
11-04 09:56:00,1649692560.071,0.063,0,99.937,0,0,0,0,14506,23194,454397952,14879399936,22728704,1314373632,0,0
11-04 09:56:01,1649692561.071,0,0,100,0,0,0,0,17938,23766,454397952,14879399936,22728704,1314373632,0,0
11-04 09:56:02,1649692562.071,0.063,0,99.812,0.125,0,0,16384,17681,23802,454389760,14879399936,22736896,1314373632,0,2
