"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node1.fantoch-testing.hyflowtm-pg0.apt.emulab.net",,,,"User:","root"
"Cmdline:","dstat -t -T -cdnm --io --output client_1.dstat.csv 1",,,,"Date:","11 Apr 2022 09:55:33 MDT"
"system","epoch","total cpu usage",,,,,"dsk/total",,"net/total",,"memory usage",,,,"io/total",
"time","epoch","usr","sys","idl","wai","stl","read","writ","recv","send","used","free","buff","cach","read","writ"
11-04 09:55:33,1649692533.050,1.328,0.127,98.482,0.063,0,23491.804,311102.737,0,0,458682368,14421348352,104022016,1654521856,1.936,4.651
11-04 09:55:34,1649692534.051,0.125,0,99.875,0,0,0,8192,21097,27764,458858496,14421164032,104022016,1654538240,0,2
11-04 09:55:35,1649692535.051,0.062,0.125,99.813,0,0,0,0,24817,31906,458858496,14421164032,104022016,1654538240,0,0
11-04 09:55:36,1649692536.051,0,0.063,99.937,0,0,0,0,23824,31352,458858496,14421164032,104022016,1654538240,0,0
11-04 09:55:37,1649692537.051,0.062,0.062,99.875,0,0,0,0,22121,28502,458858496,14421164032,104022016,1654538240,0,0
11-04 09:55:38,1649692538.051,0.125,0.062,99.812,0,0,0,0,23323,31102,458858496,14421164032,104022016,1654538240,0,0
11-04 09:55:39,1649692539.051,0.125,0.125,99.437,0.313,0,0,77824,24060,33837,459870208,14420144128,104030208,1654538240,0,5
11-04 09:55:40,1649692540.051,0.063,0.063,99.875,0,0,0,0,23484,31680,459337728,14420676608,104030208,1654538240,0,0
11-04 09:55:41,1649692541.051,0.062,0.062,99.875,0,0,0,0,22810,29132,459329536,14420684800,104030208,1654538240,0,0
11-04 09:55:42,1649692542.051,0.063,0.063,99.875,0,0,0,0,23616,31096,459448320,14420566016,104030208,1654538240,0,0
11-04 09:55:43,1649692543.051,1.252,0.438,98.309,0,0,0,0,28347,35944,462311424,14417702912,104030208,1654542336,0,0
11-04 09:55:44,1649692544.051,0,0.063,99.937,0,0,0,0,22975,29759,461627392,14418386944,104030208,1654538240,0,0
11-04 09:55:45,1649692545.051,0.187,0.125,99.501,0.187,0,0,36864,23757,30764,461619200,14418386944,104038400,1654538240,0,2
11-04 09:55:46,1649692546.051,0,0.125,99.875,0,0,0,0,22249,30830,461619200,14418386944,104038400,1654538240,0,0
11-04 09:55:47,1649692547.051,0,0,100,0,0,0,0,23091,31054,461619200,14418386944,104038400,1654538240,0,0
11-04 09:55:48,1649692548.051,0,0.125,99.875,0,0,0,0,18400,29384,461619200,14418386944,104038400,1654538240,0,0
11-04 09:55:49,1649692549.051,0.062,0.125,99.812,0,0,0,1204224,22652,30500,462045184,14417960960,104038400,1654538240,0,218
11-04 09:55:50,1649692550.051,0.063,0.063,99.875,0,0,0,0,23119,31934,461848576,14418157568,104038400,1654538240,0,0
11-04 09:55:51,1649692551.051,0.063,0.063,99.812,0.063,0,0,16384,21530,29374,461840384,14418157568,104046592,1654538240,0,2
11-04 09:55:52,1649692552.051,0,0,100,0,0,0,0,23408,30520,461840384,14418157568,104046592,1654538240,0,0
11-04 09:55:53,1649692553.051,0.125,0.063,99.812,0,0,0,0,24346,31077,462659584,14417338368,104046592,1654538240,0,0
11-04 09:55:54,1649692554.051,1.126,0.563,98.311,0,0,0,0,25194,35381,462786560,14417207296,104046592,1654542336,0,0
11-04 09:55:55,1649692555.051,0.063,0,99.937,0,0,0,0,23031,31213,462786560,14417207296,104046592,1654542336,0,0
11-04 09:55:56,1649692556.051,0,0.063,99.937,0,0,0,0,21866,29422,462786560,14417207296,104046592,1654542336,0,0
11-04 09:55:57,1649692557.051,0,0,99.750,0.250,0,0,53248,23237,31066,462770176,14417215488,104054784,1654542336,0,3
11-04 09:55:58,1649692558.051,0.063,0.063,99.875,0,0,0,0,22641,30538,462757888,14417223680,104054784,1654546432,0,0
