"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node9.fantoch-testing.hyflowtm-pg0.apt.emulab.net",,,,"User:","root"
"Cmdline:","dstat -t -T -cdnm --io --output client_5.dstat.csv 1",,,,"Date:","11 Apr 2022 09:55:33 MDT"
"system","epoch","total cpu usage",,,,,"dsk/total",,"net/total",,"memory usage",,,,"io/total",
"time","epoch","usr","sys","idl","wai","stl","read","writ","recv","send","used","free","buff","cach","read","writ"
11-04 09:55:33,1649692533.050,1.329,0.127,98.482,0.062,0,42047.516,308680.479,0,0,451764224,15054573568,23097344,1166868480,2.301,4.342
11-04 09:55:34,1649692534.051,0,0,100,0,0,0,1208320,18436,23550,451297280,15055032320,23097344,1166876672,0,212
11-04 09:55:35,1649692535.051,0,0,100,0,0,0,0,19112,22936,451297280,15055032320,23097344,1166876672,0,0
11-04 09:55:36,1649692536.051,0.062,0.062,99.875,0,0,0,0,18536,22922,451297280,15055032320,23097344,1166876672,0,0
11-04 09:55:37,1649692537.051,0,0,100,0,0,0,0,20769,26654,451297280,15055032320,23097344,1166876672,0,0
11-04 09:55:38,1649692538.051,0.062,0.062,99.875,0,0,0,0,18401,23194,451297280,15055032320,23097344,1166876672,0,0
11-04 09:55:39,1649692539.051,0.125,0.125,99.438,0.312,0,0,81920,17895,23480,451289088,15055032320,23105536,1166876672,0,5
11-04 09:55:40,1649692540.051,0,0,100,0,0,0,0,17720,22894,451416064,15054905344,23105536,1166876672,0,0
11-04 09:55:41,1649692541.051,0.062,0.062,99.875,0,0,0,0,20739,25768,451543040,15054778368,23105536,1166876672,0,0
11-04 09:55:42,1649692542.051,0.063,0.063,99.875,0,0,0,0,18704,23480,451543040,15054778368,23105536,1166876672,0,0
11-04 09:55:43,1649692543.052,1.063,0.625,98.249,0.063,0,4096,0,23346,27772,454447104,15051870208,23105536,1166884864,1,0
11-04 09:55:44,1649692544.051,0.063,0,99.937,0,0,0,0,19502,24439,454787072,15051534336,23105536,1166876672,0,0
11-04 09:55:45,1649692545.051,0.062,0.062,99.750,0.125,0,0,36864,19992,24882,454778880,15051534336,23113728,1166876672,0,2
11-04 09:55:46,1649692546.051,0,0.063,99.937,0,0,0,0,18139,24094,454778880,15051534336,23113728,1166876672,0,0
11-04 09:55:47,1649692547.051,0.063,0,99.937,0,0,0,0,17830,22922,454778880,15051534336,23113728,1166876672,0,0
11-04 09:55:48,1649692548.051,0.063,0.063,99.875,0,0,0,0,19198,24730,454778880,15051534336,23113728,1166876672,0,0
11-04 09:55:49,1649692549.051,0.063,0,99.937,0,0,0,0,15236,24324,454778880,15051534336,23113728,1166876672,0,0
11-04 09:55:50,1649692550.051,0,0.063,99.750,0.188,0,0,16384,17812,23466,454770688,15051534336,23121920,1166876672,0,2
11-04 09:55:51,1649692551.051,0.062,0.062,99.875,0,0,0,0,17702,23180,454770688,15051534336,23121920,1166876672,0,0
