"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node2.fantoch-testing.hyflowtm-pg0.apt.emulab.net",,,,"User:","root"
"Cmdline:","dstat -t -T -cdnm --io --output server_2.dstat.csv 1",,,,"Date:","11 Apr 2022 09:55:30 MDT"
"system","epoch","total cpu usage",,,,,"dsk/total",,"net/total",,"memory usage",,,,"io/total",
"time","epoch","usr","sys","idl","wai","stl","read","writ","recv","send","used","free","buff","cach","read","writ"
11-04 09:55:30,1649692530.667,1.564,0.408,97.967,0.061,0,32000.639,316585.269,0,0,460726272,14456152064,89350144,1635385344,2.034,4.590
11-04 09:55:31,1649692531.668,0.062,0,99.938,0,0,0,0,14398,9058,460713984,14456160256,89350144,1635393536,0,0
11-04 09:55:32,1649692532.667,3.002,2.251,94.747,0,0,0,0,53559,53003,468488192,14448381952,89350144,1635397632,0,0
11-04 09:55:33,1649692533.668,2.175,1.740,96.085,0,0,0,0,253023,228410,470355968,14446514176,89350144,1635397632,0,0
11-04 09:55:34,1649692534.668,2.008,1.819,96.173,0,0,0,0,470879,416177,471068672,14445801472,89350144,1635397632,0,0
11-04 09:55:35,1649692535.668,2.243,2.368,95.078,0.312,0,0,114688,489647,433901,470929408,14445928448,89362432,1635397632,0,7
11-04 09:55:36,1649692536.668,1.762,1.951,96.287,0,0,0,0,485379,435753,471777280,14445080576,89362432,1635397632,0,0
11-04 09:55:37,1649692537.668,1.764,1.827,96.408,0,0,0,57344,490941,438827,471908352,14444949504,89362432,1635397632,0,12
11-04 09:55:38,1649692538.668,2.133,1.945,95.922,0,0,0,0,504317,453787,471638016,14445219840,89362432,1635397632,0,0
11-04 09:55:39,1649692539.668,2.198,1.696,96.106,0,0,0,0,491537,440635,472313856,14444544000,89362432,1635397632,0,0
11-04 09:55:40,1649692540.668,1.955,1.639,96.406,0,0,0,0,509140,455847,472813568,14444044288,89362432,1635397632,0,0
11-04 09:55:41,1649692541.668,2.376,2.001,95.435,0.188,0,0,49152,508490,458506,472756224,14444093440,89370624,1635397632,0,4
11-04 09:55:42,1649692542.668,1.578,1.957,96.465,0,0,0,0,507643,447903,472145920,14444703744,89370624,1635397632,0,0
11-04 09:55:43,1649692543.667,2.261,1.822,95.917,0,0,0,0,510053,461001,472408064,14444441600,89370624,1635397632,0,0
11-04 09:55:44,1649692544.667,2.498,2.061,95.440,0,0,0,0,510741,463772,472584192,14444265472,89370624,1635397632,0,0
11-04 09:55:45,1649692545.668,1.579,1.832,96.589,0,0,0,0,515221,453959,473448448,14443401216,89370624,1635397632,0,0
11-04 09:55:46,1649692546.667,2.138,1.887,95.975,0,0,0,0,516489,462608,472981504,14443868160,89370624,1635397632,0,0
11-04 09:55:47,1649692547.668,1.641,1.768,96.402,0.189,0,0,49152,513934,466071,473378816,14443462656,89378816,1635397632,0,3
11-04 09:55:48,1649692548.668,1.884,2.073,96.043,0,0,0,0,501255,450383,473272320,14443569152,89378816,1635397632,0,0
11-04 09:55:49,1649692549.668,2.254,2.066,95.679,0,0,0,0,513978,459371,473354240,14443487232,89378816,1635397632,0,0
11-04 09:55:50,1649692550.668,2.132,2.069,95.799,0,0,0,0,508711,461123,473735168,14443106304,89378816,1635397632,0,0
11-04 09:55:51,1649692551.667,1.769,1.769,96.462,0,0,0,0,517951,458466,473280512,14443560960,89378816,1635397632,0,0
11-04 09:55:52,1649692552.668,2.014,1.699,96.098,0.189,0,0,49152,507166,459735,473010176,14443823104,89387008,1635397632,0,3
11-04 09:55:53,1649692553.668,2.194,2.006,95.799,0,0,0,0,513835,461788,472788992,14444044288,89387008,1635397632,0,0
11-04 09:55:54,1649692554.668,2.385,1.695,95.920,0,0,0,0,514002,456419,473112576,14443720704,89387008,1635397632,0,0
11-04 09:55:55,1649692555.668,1.765,1.955,96.280,0,0,0,0,510493,461720,473661440,14443171840,89387008,1635397632,0,0
11-04 09:55:56,1649692556.668,1.951,1.888,96.161,0,0,0,0,515791,465502,473092096,14443741184,89387008,1635397632,0,0
11-04 09:55:57,1649692557.668,1.890,1.890,95.904,0.315,0,0,2539520,514749,457709,474365952,14442459136,89395200,1635397632,0,329
11-04 09:55:58,1649692558.668,2.257,1.881,95.862,0,0,0,0,510070,459983,474255360,14442569728,89395200,1635397632,0,0
11-04 09:55:59,1649692559.668,1.576,2.081,96.343,0,0,0,0,508384,458905,474542080,14442283008,89395200,1635397632,0,0
11-04 09:56:00,1649692560.668,1.898,1.392,96.711,0,0,0,0,513762,458783,474447872,14442377216,89395200,1635397632,0,0
11-04 09:56:01,1649692561.668,2.249,2.249,95.503,0,0,0,0,506673,454203,474181632,14442639360,89395200,1635401728,0,0
11-04 09:56:02,1649692562.668,2.197,1.946,95.669,0.188,0,0,61440,514416,461924,474284032,14442528768,89403392,1635401728,0,6
11-04 09:56:03,1649692563.668,1.577,2.082,96.341,0,0,0,0,515436,462807,474546176,14442266624,89403392,1635401728,0,0
11-04 09:56:04,1649692564.668,2.194,1.944,95.862,0,0,0,0,516293,461942,474857472,14441955328,89403392,1635401728,0,0
11-04 09:56:05,1649692565.668,1.945,2.196,95.859,0,0,0,0,514141,455407,474492928,14442319872,89403392,1635401728,0,0
11-04 09:56:06,1649692566.668,1.887,2.013,96.101,0,0,0,0,507748,454990,474120192,14442692608,89403392,1635401728,0,0
11-04 09:56:07,1649692567.668,1.948,2.011,95.789,0.251,0,0,53248,511928,462688,473653248,14443147264,89411584,1635405824,0,4
11-04 09:56:08,1649692568.668,2.132,2.132,95.737,0,0,0,0,510702,462684,475566080,14441234432,89411584,1635405824,0,0
11-04 09:56:09,1649692569.668,1.581,1.771,96.648,0,0,0,0,514810,455671,475246592,14441553920,89411584,1635405824,0,0
11-04 09:56:10,1649692570.667,2.070,2.196,95.734,0,0,0,0,523267,464897,475295744,14441504768,89411584,1635405824,0,0
11-04 09:56:11,1649692571.667,2.201,1.698,96.101,0,0,0,0,519093,467612,475582464,14441218048,89411584,1635405824,0,0
11-04 09:56:12,1649692572.668,2.314,2.126,95.372,0.188,0,0,49152,515895,462183,476205056,14440587264,89419776,1635405824,0,3
11-04 09:56:13,1649692573.668,1.824,2.013,96.164,0,0,0,4096,518999,466102,476135424,14440656896,89419776,1635405824,0,1
11-04 09:56:14,1649692574.668,2.745,1.934,95.321,0,0,0,0,518109,464852,475787264,14441005056,89419776,1635405824,0,0
11-04 09:56:15,1649692575.668,1.939,2.439,95.622,0,0,0,0,513503,461087,476295168,14440497152,89419776,1635405824,0,0
11-04 09:56:16,1649692576.667,2.669,2.607,94.724,0,0,0,0,508727,462589,475877376,14440914944,89419776,1635405824,0,0
11-04 09:56:17,1649692577.668,1.767,1.325,96.719,0.189,0,0,49152,399287,406148,476528640,14440255488,89427968,1635405824,0,3
11-04 09:56:18,1649692578.668,1.633,2.010,96.357,0,0,0,0,376877,395468,476303360,14440480768,89427968,1635405824,0,0
11-04 09:56:19,1649692579.668,1.574,1.763,96.662,0,0,0,0,372649,399246,476495872,14440288256,89427968,1635405824,0,0
11-04 09:56:20,1649692580.668,1.953,1.449,96.597,0,0,0,0,377406,400368,475955200,14440828928,89427968,1635405824,0,0
11-04 09:56:21,1649692581.668,2,2.125,95.875,0,0,0,0,378214,397092,475811840,14440972288,89427968,1635405824,0,0
11-04 09:56:22,1649692582.668,1.513,1.765,96.532,0.189,0,0,45056,379562,402933,476139520,14440636416,89436160,1635405824,0,3
11-04 09:56:23,1649692583.668,1.634,2.011,96.354,0,0,0,0,374412,395853,476717056,14440058880,89436160,1635405824,0,0
11-04 09:56:24,1649692584.668,1.388,1.767,96.845,0,0,0,0,376595,392908,475680768,14441095168,89436160,1635405824,0,0
11-04 09:56:25,1649692585.668,2.013,1.572,96.415,0,0,0,0,376272,400062,476344320,14440431616,89436160,1635405824,0,0
11-04 09:56:26,1649692586.668,1.512,1.827,96.660,0,0,0,0,375083,398323,475086848,14441689088,89436160,1635405824,0,0
11-04 09:56:27,1649692587.668,1.698,1.824,96.289,0.189,0,0,49152,380124,398284,475484160,14441283584,89444352,1635405824,0,3
11-04 09:56:28,1649692588.668,1.391,1.643,96.966,0,0,0,0,382086,405303,473948160,14442819584,89444352,1635405824,0,0
11-04 09:56:29,1649692589.667,1.826,1.700,96.474,0,0,0,0,380978,400987,474869760,14441897984,89444352,1635405824,0,0
11-04 09:56:30,1649692590.668,1.640,1.514,96.845,0,0,0,0,378276,400122,473264128,14443499520,89444352,1635409920,0,0
11-04 09:56:31,1649692591.667,1.817,2.130,96.053,0,0,0,0,373049,398290,473968640,14442795008,89444352,1635409920,0,0
11-04 09:56:32,1649692592.668,1.823,1.760,96.166,0.251,0,0,73728,384716,404842,473477120,14443278336,89452544,1635409920,0,4
11-04 09:56:33,1649692593.668,2.075,1.509,96.415,0,0,0,4096,377491,398455,473763840,14442991616,89452544,1635409920,0,1
11-04 09:56:34,1649692594.667,2.011,1.634,96.354,0,0,0,0,379126,401296,473313280,14443442176,89452544,1635409920,0,0
11-04 09:56:35,1649692595.668,2.064,1.751,96.185,0,0,0,0,375773,397683,473833472,14442917888,89452544,1635414016,0,0
11-04 09:56:36,1649692596.668,1.514,1.703,96.782,0,0,0,0,378571,398701,474308608,14442442752,89452544,1635414016,0,0
11-04 09:56:37,1649692597.668,2.069,1.818,95.987,0.125,0,0,53248,375342,396404,473939968,14442803200,89460736,1635414016,0,4
11-04 09:56:38,1649692598.668,2.001,2.126,95.872,0,0,0,8192,376729,395789,473595904,14443147264,89460736,1635414016,0,2
11-04 09:56:39,1649692599.668,1.510,2.014,96.476,0,0,0,0,369919,390629,472932352,14443810816,89460736,1635414016,0,0
11-04 09:56:40,1649692600.668,1.327,1.769,96.905,0,0,0,0,374236,398032,473120768,14443622400,89460736,1635414016,0,0
11-04 09:56:41,1649692601.668,1.640,1.640,96.719,0,0,0,0,379625,398420,473407488,14443335680,89460736,1635414016,0,0
11-04 09:56:42,1649692602.668,1.761,1.824,96.226,0.189,0,0,53248,378718,400031,473821184,14442913792,89468928,1635414016,0,3
11-04 09:56:43,1649692603.668,1.695,2.009,96.296,0,0,0,0,380357,400664,473980928,14442754048,89468928,1635414016,0,0
11-04 09:56:44,1649692604.668,1.762,1.699,96.539,0,0,0,0,377212,396410,473997312,14442737664,89468928,1635414016,0,0
11-04 09:56:45,1649692605.668,2.132,1.755,96.113,0,0,0,0,380023,399729,473268224,14443466752,89468928,1635414016,0,0
11-04 09:56:46,1649692606.668,2.006,1.818,96.176,0,0,0,0,376601,401096,473460736,14443274240,89468928,1635414016,0,0
11-04 09:56:47,1649692607.668,1.452,1.705,96.654,0.189,0,0,49152,382229,401495,473235456,14443491328,89477120,1635414016,0,3
11-04 09:56:48,1649692608.668,1.692,2.005,96.303,0,0,0,24576,289005,315810,473677824,14443048960,89477120,1635414016,0,6
11-04 09:56:49,1649692609.668,1.008,1.637,97.355,0,0,0,0,169982,117455,472915968,14443810816,89477120,1635414016,0,0
11-04 09:56:50,1649692610.668,1.632,1.255,97.112,0,0,0,0,164798,110737,473899008,14442827776,89477120,1635414016,0,0
11-04 09:56:51,1649692611.668,1.381,1.507,97.112,0,0,0,0,165983,112325,473735168,14442991616,89477120,1635414016,0,0
11-04 09:56:52,1649692612.668,1.071,1.574,97.166,0.189,0,0,49152,164464,109885,474144768,14442569728,89485312,1635418112,0,3
11-04 09:56:53,1649692613.668,1.688,1.688,96.625,0,0,0,0,168745,110750,473157632,14443556864,89485312,1635418112,0,0
11-04 09:56:54,1649692614.668,1.190,1.880,96.930,0,0,0,0,165364,110536,473784320,14442930176,89485312,1635418112,0,0
11-04 09:56:55,1649692615.668,1.196,1.510,97.294,0,0,0,0,164394,109848,472776704,14443937792,89485312,1635418112,0,0
11-04 09:56:56,1649692616.668,1.505,1.505,96.991,0,0,0,0,165359,109593,473182208,14443532288,89485312,1635418112,0,0
11-04 09:56:57,1649692617.668,1.442,1.630,96.740,0.188,0,0,57344,166720,111809,472649728,14444056576,89493504,1635418112,0,4
11-04 09:56:58,1649692618.668,1.814,1.501,96.685,0,0,0,0,161804,109396,473808896,14442897408,89493504,1635418112,0,0
11-04 09:56:59,1649692619.668,1.503,1.691,96.807,0,0,0,0,164826,111096,473350144,14443356160,89493504,1635418112,0,0
11-04 09:57:00,1649692620.668,1.006,1.697,97.297,0,0,0,0,164164,110290,473858048,14442848256,89493504,1635418112,0,0
11-04 09:57:01,1649692621.668,1.819,1.192,96.989,0,0,0,0,166710,110345,474263552,14442442752,89493504,1635418112,0,0
11-04 09:57:02,1649692622.668,1.571,1.320,96.920,0.189,0,0,53248,164891,110820,474529792,14442168320,89501696,1635418112,0,3
11-04 09:57:03,1649692623.668,1.318,1.632,97.050,0,0,0,0,164496,111232,473841664,14442856448,89501696,1635418112,0,0
11-04 09:57:04,1649692624.668,1.322,1.322,97.355,0,0,0,155648,163651,109669,473456640,14443241472,89501696,1635418112,0,36
11-04 09:57:05,1649692625.668,1.258,1.509,97.233,0,0,0,0,168085,112093,474775552,14441922560,89501696,1635418112,0,0
