"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node3.fantoch-testing.hyflowtm-pg0.apt.emulab.net",,,,"User:","root"
"Cmdline:","dstat -t -T -cdnm --io --output client_2.dstat.csv 1",,,,"Date:","11 Apr 2022 09:55:33 MDT"
"system","epoch","total cpu usage",,,,,"dsk/total",,"net/total",,"memory usage",,,,"io/total",
"time","epoch","usr","sys","idl","wai","stl","read","writ","recv","send","used","free","buff","cach","read","writ"
11-04 09:55:33,1649692533.033,1.329,0.127,98.485,0.059,0,20868.453,294968.670,0,0,459530240,14255009792,123453440,1795174400,1.796,4.284
11-04 09:55:34,1649692534.034,0,0,100,0,0,0,0,21782,27626,459460608,14255075328,123453440,1795178496,0,0
11-04 09:55:35,1649692535.034,0,0.063,99.937,0,0,0,0,24448,31896,459460608,14255075328,123453440,1795178496,0,0
11-04 09:55:36,1649692536.034,0,0,100,0,0,0,0,24176,31746,459460608,14255075328,123453440,1795178496,0,0
11-04 09:55:37,1649692537.034,0,0,100,0,0,0,0,21354,27756,459460608,14255075328,123453440,1795178496,0,0
11-04 09:55:38,1649692538.034,0,0.063,99.750,0.188,0,0,77824,23230,31188,459706368,14254821376,123461632,1795178496,0,5
11-04 09:55:39,1649692539.034,0,0.063,99.937,0,0,0,0,23448,32032,459706368,14254821376,123461632,1795178496,0,0
11-04 09:55:40,1649692540.034,0,0,100,0,0,0,0,21332,28328,459706368,14254821376,123461632,1795178496,0,0
11-04 09:55:41,1649692541.034,0,0,100,0,0,0,0,23725,31216,459706368,14254821376,123461632,1795178496,0,0
11-04 09:55:42,1649692542.034,0,0.063,99.937,0,0,0,0,23977,31538,459706368,14254821376,123461632,1795178496,0,0
11-04 09:55:43,1649692543.034,1.251,0.500,98.249,0,0,0,40960,22254,32857,462708736,14251814912,123461632,1795190784,0,9
11-04 09:55:44,1649692544.034,0.063,0.063,99.750,0.125,0,0,45056,24061,32224,462184448,14252331008,123469824,1795182592,0,3
11-04 09:55:45,1649692545.034,0,0,100,0,0,0,0,23744,30930,462184448,14252331008,123469824,1795182592,0,0
