"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node2.ltseng-123454.hyflowtm-pg0.utah.cloudlab.us",,,,"User:","root"
"Cmdline:","dstat -t -T -cdnm --io --output server_2.dstat.csv 1",,,,"Date:","12 Apr 2022 16:45:45 MDT"
"system","epoch","total cpu usage",,,,,"dsk/total",,"net/total",,"memory usage",,,,"io/total",
"time","epoch","usr","sys","idl","wai","stl","read","writ","recv","send","used","free","buff","cach","read","writ"
12-04 16:45:45,1649803545.122,1.186,0.373,98.436,0.005,0,23184.855,1766802.232,0,0,586604544,64108883968,74575872,2511769600,1.676,5.423
12-04 16:45:46,1649803546.122,0.062,0.125,99.812,0,0,0,0,19901,13556,586903552,64108548096,74575872,2511773696,0,0
12-04 16:45:47,1649803547.123,5.260,5.577,89.163,0,0,0,229376,124698,129745,603983872,64091373568,74584064,2511790080,0,14
12-04 16:45:48,1649803548.123,4.030,4.219,91.751,0,0,0,0,504784,536726,605081600,64090267648,74584064,2511777792,0,0
12-04 16:45:49,1649803549.123,4.108,4.942,90.950,0,0,0,0,1104984,1088877,608083968,64087265280,74584064,2511777792,0,0
12-04 16:45:50,1649803550.122,4.618,4.939,90.443,0,0,0,0,1138560,1118337,607678464,64087670784,74584064,2511777792,0,0
12-04 16:45:51,1649803551.123,5.019,5.273,89.708,0,0,0,0,1162501,1140177,606973952,64088375296,74584064,2511777792,0,0
12-04 16:45:52,1649803552.122,5.186,4.673,90.077,0.064,0,0,114688,1169091,1145882,607903744,64087437312,74592256,2511777792,0,6
12-04 16:45:53,1649803553.123,4.923,4.795,90.281,0,0,0,0,1151455,1132934,608792576,64086548480,74592256,2511777792,0,0
12-04 16:45:54,1649803554.123,5.077,4.499,90.424,0,0,0,0,1191025,1166772,608182272,64087158784,74592256,2511777792,0,0
12-04 16:45:55,1649803555.123,5.051,4.987,89.962,0,0,0,0,1188467,1184113,609161216,64086179840,74592256,2511777792,0,0
12-04 16:45:56,1649803556.123,4.534,5.428,90.038,0,0,0,0,1159721,1143106,607678464,64087662592,74592256,2511777792,0,0
12-04 16:45:57,1649803557.123,5.524,5.206,89.270,0,0,0,114688,1189868,1176871,609464320,64085872640,74600448,2511773696,0,10
12-04 16:45:58,1649803558.123,5.172,4.981,89.847,0,0,0,0,1169920,1163191,608870400,64086458368,74600448,2511781888,0,0
12-04 16:45:59,1649803559.123,5.520,5.203,89.277,0,0,0,0,1174055,1154073,610398208,64084930560,74600448,2511781888,0,0
12-04 16:46:00,1649803560.122,5.163,5.163,89.675,0,0,0,0,1174259,1171540,609415168,64085913600,74600448,2511781888,0,0
12-04 16:46:01,1649803561.122,5.122,4.673,90.205,0,0,0,0,1177669,1147681,609239040,64086089728,74600448,2511781888,0,0
12-04 16:46:02,1649803562.123,4.367,5.010,90.623,0,0,0,122880,1148848,1147881,609292288,64086028288,74608640,2511781888,0,6
12-04 16:46:03,1649803563.123,5.317,4.548,90.135,0,0,0,0,1160189,1144883,609579008,64085733376,74608640,2511781888,0,0
12-04 16:46:04,1649803564.123,4.856,5.176,89.968,0,0,0,0,1178275,1152821,610205696,64085106688,74608640,2511781888,0,0
12-04 16:46:05,1649803565.122,5.916,4.707,89.377,0,0,0,0,1196541,1182350,610586624,64084725760,74608640,2511781888,0,0
12-04 16:46:06,1649803566.123,4.728,5.240,90.032,0,0,0,0,1181822,1170188,610439168,64084873216,74608640,2511781888,0,0
12-04 16:46:07,1649803567.122,5.307,4.859,89.834,0,0,0,0,1168697,1142558,610263040,64085049344,74608640,2511781888,0,0
12-04 16:46:08,1649803568.123,5.460,5.079,89.397,0.063,0,0,98304,1191381,1175021,609550336,64085753856,74616832,2511781888,0,6
12-04 16:46:09,1649803569.123,5.064,4.872,90.064,0,0,0,0,1185392,1166016,610783232,64084520960,74616832,2511781888,0,0
12-04 16:46:10,1649803570.123,5.852,4.707,89.440,0,0,0,0,1183087,1177776,609165312,64086138880,74616832,2511781888,0,0
12-04 16:46:11,1649803571.123,5.172,5.045,89.783,0,0,0,0,1169742,1154507,609132544,64086171648,74616832,2511781888,0,0
12-04 16:46:12,1649803572.123,5.968,4.762,89.270,0,0,0,0,1166825,1143712,610013184,64085291008,74616832,2511781888,0,0
12-04 16:46:13,1649803573.123,5.414,5.032,89.554,0,0,0,5316608,1184496,1173003,610410496,64084893696,74616832,2511781888,0,730
12-04 16:46:14,1649803574.122,5.354,5.099,89.547,0,0,0,98304,1163682,1147854,610316288,64084979712,74625024,2511781888,0,6
12-04 16:46:15,1649803575.123,5.169,5.105,89.726,0,0,0,0,1182993,1169917,609742848,64085549056,74625024,2511785984,0,0
12-04 16:46:16,1649803576.123,5.058,4.930,90.013,0,0,0,0,1171329,1154572,609927168,64085364736,74625024,2511785984,0,0
12-04 16:46:17,1649803577.123,6.032,4.762,89.206,0,0,0,0,1193686,1169884,609718272,64085569536,74625024,2511790080,0,0
12-04 16:46:18,1649803578.122,5.629,5.376,88.994,0,0,0,122880,1170586,1165855,609480704,64085807104,74625024,2511790080,0,26
12-04 16:46:19,1649803579.123,6.005,5.057,88.938,0,0,0,0,1187989,1170749,610037760,64085250048,74625024,2511790080,0,0
12-04 16:46:20,1649803580.123,4.734,5.310,89.955,0,0,0,122880,1182659,1168622,609374208,64085905408,74633216,2511790080,0,8
12-04 16:46:21,1649803581.122,4.884,4.756,90.360,0,0,0,0,1171764,1151530,609718272,64085561344,74633216,2511790080,0,0
12-04 16:46:22,1649803582.122,4.887,4.695,90.418,0,0,0,0,1189530,1179555,609460224,64085819392,74633216,2511790080,0,0
12-04 16:46:23,1649803583.123,4.990,4.926,90.083,0,0,0,0,1178319,1149981,610459648,64084803584,74633216,2511790080,0,0
12-04 16:46:24,1649803584.123,5.307,4.668,90.026,0,0,0,0,1159517,1138149,609447936,64085815296,74633216,2511790080,0,0
12-04 16:46:25,1649803585.122,5.882,5.250,88.868,0,0,0,0,1198312,1181935,609538048,64085725184,74633216,2511790080,0,0
12-04 16:46:26,1649803586.123,5.421,4.656,89.860,0.064,0,0,98304,1168377,1146881,609947648,64085307392,74641408,2511790080,0,6
12-04 16:46:27,1649803587.123,5.732,4.713,89.554,0,0,0,0,1180263,1170589,610160640,64085094400,74641408,2511790080,0,0
12-04 16:46:28,1649803588.123,5.675,5.612,88.714,0,0,0,0,1170388,1163598,610213888,64085041152,74641408,2511790080,0,0
12-04 16:46:29,1649803589.123,5.770,5.010,89.220,0,0,0,0,1176960,1155093,610209792,64085045248,74641408,2511790080,0,0
12-04 16:46:30,1649803590.123,5.196,5.894,88.910,0,0,0,0,1191642,1180454,610160640,64085094400,74641408,2511790080,0,0
12-04 16:46:31,1649803591.123,4.994,5.058,89.949,0,0,0,0,1191113,1182835,610963456,64084291584,74641408,2511790080,0,0
12-04 16:46:32,1649803592.122,5.347,5.347,89.306,0,0,0,98304,1184903,1166786,610045952,64085200896,74649600,2511790080,0,6
12-04 16:46:33,1649803593.122,6.317,5.054,88.629,0,0,0,0,1194087,1186234,610594816,64084652032,74649600,2511790080,0,0
12-04 16:46:34,1649803594.123,5.210,5.273,89.517,0,0,0,0,1190832,1180205,609673216,64085573632,74649600,2511790080,0,0
12-04 16:46:35,1649803595.123,6.230,5.349,88.420,0,0,0,0,1193630,1182819,609591296,64085655552,74649600,2511790080,0,0
12-04 16:46:36,1649803596.123,5.182,4.798,90.019,0,0,0,0,1186096,1173224,609525760,64085721088,74649600,2511790080,0,0
12-04 16:46:37,1649803597.122,5.636,5.446,88.917,0,0,0,98304,1184627,1169178,610422784,64084811776,74657792,2511794176,0,6
12-04 16:46:38,1649803598.123,5.682,5.429,88.889,0,0,0,0,1173927,1153849,608382976,64086851584,74657792,2511794176,0,0
12-04 16:46:39,1649803599.123,5.647,5.140,89.213,0,0,0,0,1183510,1165097,609361920,64085872640,74657792,2511794176,0,0
12-04 16:46:40,1649803600.123,5.976,4.577,89.447,0,0,0,0,1175173,1157154,609476608,64085757952,74657792,2511794176,0,0
12-04 16:46:41,1649803601.123,5.949,4.873,89.177,0,0,0,0,1172779,1142635,610902016,64084332544,74657792,2511794176,0,0
12-04 16:46:42,1649803602.122,5.707,5.200,89.030,0.063,0,0,114688,1170932,1159540,610865152,64084365312,74661888,2511794176,0,8
12-04 16:46:43,1649803603.123,5.243,4.859,89.898,0,0,0,0,1192242,1176076,610414592,64084815872,74661888,2511794176,0,0
12-04 16:46:44,1649803604.122,5.711,5.076,89.213,0,0,0,0,1179657,1165209,611659776,64083570688,74661888,2511794176,0,0
12-04 16:46:45,1649803605.123,4.866,4.994,90.141,0,0,0,0,1181238,1166039,609763328,64085467136,74661888,2511794176,0,0
12-04 16:46:46,1649803606.123,5.417,4.908,89.675,0,0,0,0,1191692,1175486,610033664,64085196800,74661888,2511794176,0,0
12-04 16:46:47,1649803607.123,5.283,5.283,89.433,0,0,0,98304,1173089,1143863,611229696,64083992576,74670080,2511794176,0,6
12-04 16:46:48,1649803608.123,5.752,5.373,88.875,0,0,0,0,1164789,1160635,610095104,64085127168,74670080,2511794176,0,0
12-04 16:46:49,1649803609.123,4.598,5.300,90.102,0,0,0,0,1096075,973589,609030144,64086188032,74670080,2511798272,0,0
12-04 16:46:50,1649803610.123,5.057,4.867,90.076,0,0,0,0,896024,539242,611004416,64084213760,74670080,2511798272,0,0
12-04 16:46:51,1649803611.123,4.020,4.531,91.449,0,0,0,0,827466,432747,610111488,64085106688,74670080,2511798272,0,0
12-04 16:46:52,1649803612.122,4.156,4.604,91.240,0,0,0,0,845068,441977,609607680,64085610496,74670080,2511798272,0,0
12-04 16:46:53,1649803613.123,4.629,4.566,90.805,0,0,0,122880,849953,441418,609026048,64086183936,74678272,2511798272,0,8
12-04 16:46:54,1649803614.123,4.892,4.320,90.788,0,0,0,131072,825703,431166,609583104,64085626880,74678272,2511798272,0,26
12-04 16:46:55,1649803615.123,4.698,4.063,91.238,0,0,0,0,776991,408799,609386496,64085823488,74678272,2511798272,0,0
12-04 16:46:56,1649803616.123,4.207,4.398,91.396,0,0,0,0,751579,397144,610283520,64084926464,74678272,2511798272,0,0
12-04 16:46:57,1649803617.122,4.729,4.792,90.479,0,0,0,0,742597,392927,609603584,64085606400,74678272,2511798272,0,0
12-04 16:46:58,1649803618.123,4.482,4.735,90.783,0,0,0,0,741877,392815,609628160,64085577728,74678272,2511802368,0,0
12-04 16:46:59,1649803619.123,4.543,4.732,90.662,0.063,0,0,114688,733172,387214,610832384,64084365312,74686464,2511802368,0,8
12-04 16:47:00,1649803620.123,4.807,4.301,90.892,0,0,0,0,734452,388363,608845824,64086351872,74686464,2511802368,0,0
12-04 16:47:01,1649803621.123,4.807,4.364,90.829,0,0,0,0,752713,397724,611049472,64084148224,74686464,2511802368,0,0
12-04 16:47:02,1649803622.123,4.810,4.304,90.886,0,0,0,0,740160,390820,609431552,64085766144,74686464,2511802368,0,0
12-04 16:47:03,1649803623.122,4.577,4.259,91.163,0,0,0,0,748245,395449,608980992,64086216704,74686464,2511802368,0,0
12-04 16:47:04,1649803624.123,4.554,4.554,90.892,0,0,0,0,754493,399053,609222656,64085975040,74686464,2511802368,0,0
12-04 16:47:05,1649803625.123,4.259,4.259,91.481,0,0,0,98304,678430,363117,609521664,64085667840,74694656,2511802368,0,6
12-04 16:47:06,1649803626.123,4.774,4.648,90.578,0,0,0,0,633914,341435,610623488,64084566016,74694656,2511802368,0,0
12-04 16:47:07,1649803627.123,4.531,4.468,91.001,0,0,0,0,589709,319400,609345536,64085843968,74694656,2511802368,0,0
12-04 16:47:08,1649803628.123,4.241,4.114,91.646,0,0,0,0,554324,303724,608886784,64086302720,74694656,2511802368,0,0
12-04 16:47:09,1649803629.123,3.612,4.246,92.142,0,0,0,0,454215,256148,609120256,64086069248,74694656,2511802368,0,0
