"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node4.ltseng-123454.hyflowtm-pg0.utah.cloudlab.us",,,,"User:","root"
"Cmdline:","dstat -t -T -cdnm --io --output server_3.dstat.csv 1",,,,"Date:","12 Apr 2022 16:45:45 MDT"
"system","epoch","total cpu usage",,,,,"dsk/total",,"net/total",,"memory usage",,,,"io/total",
"time","epoch","usr","sys","idl","wai","stl","read","writ","recv","send","used","free","buff","cach","read","writ"
12-04 16:45:45,1649803545.227,1.120,0.317,98.558,0.005,0,23168.090,1758997.455,0,0,585625600,64114122752,72142848,2511020032,1.667,4.837
12-04 16:45:46,1649803546.228,0.125,0.125,99.750,0,0,0,0,21947,16748,585752576,64113926144,72142848,2511024128,0,0
12-04 16:45:47,1649803547.228,5.949,5.886,88.103,0.063,0,0,5054464,115845,114574,601706496,64097927168,72151040,2511028224,0,656
12-04 16:45:48,1649803548.228,5.204,4.399,90.397,0,0,0,0,496372,476328,604438528,64095195136,72151040,2511028224,0,0
12-04 16:45:49,1649803549.228,6.572,5.394,88.035,0,0,0,0,1027955,884225,606003200,64093630464,72151040,2511028224,0,0
12-04 16:45:50,1649803550.228,6.425,5.115,88.459,0,0,0,0,1078892,953680,606461952,64093171712,72151040,2511028224,0,0
12-04 16:45:51,1649803551.228,6.175,4.789,89.036,0,0,0,0,1125377,993187,606461952,64093171712,72151040,2511028224,0,0
12-04 16:45:52,1649803552.228,7.749,5.289,86.962,0,0,0,106496,1093516,988241,607100928,64092528640,72155136,2511028224,0,4
12-04 16:45:53,1649803553.228,6.082,5.266,88.652,0,0,0,0,1103340,972442,607150080,64092479488,72155136,2511028224,0,0
12-04 16:45:54,1649803554.228,6.522,5.776,87.702,0,0,0,0,1126882,993201,606715904,64092913664,72155136,2511028224,0,0
12-04 16:45:55,1649803555.227,6.554,5.493,87.953,0,0,0,0,1135099,1007913,607731712,64091897856,72155136,2511028224,0,0
12-04 16:45:56,1649803556.228,6.355,5.670,87.975,0,0,0,0,1102304,982416,607150080,64092479488,72155136,2511028224,0,0
12-04 16:45:57,1649803557.228,6.496,5.497,88.007,0,0,0,90112,1135076,1000839,607842304,64091774976,72163328,2511032320,0,6
12-04 16:45:58,1649803558.228,6.438,5.375,88.188,0,0,0,0,1097808,985287,607596544,64092020736,72163328,2511032320,0,0
12-04 16:45:59,1649803559.228,6.492,5.243,88.265,0,0,0,0,1115829,990387,607842304,64091774976,72163328,2511032320,0,0
12-04 16:46:00,1649803560.228,6.175,4.789,89.036,0,0,0,0,1113010,984164,607600640,64092016640,72163328,2511032320,0,0
12-04 16:46:01,1649803561.228,6.262,6.200,87.539,0,0,0,0,1118315,995257,608079872,64091537408,72163328,2511032320,0,0
12-04 16:46:02,1649803562.228,6.820,5.642,87.539,0,0,0,1032192,1091816,975637,608018432,64091590656,72171520,2511032320,0,180
12-04 16:46:03,1649803563.228,6.266,5.263,88.471,0,0,0,0,1095777,969160,608120832,64091488256,72171520,2511032320,0,0
12-04 16:46:04,1649803564.228,6.860,5.995,87.145,0,0,0,0,1130197,1011196,607842304,64091766784,72171520,2511032320,0,0
