"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node13.ltseng-123454.hyflowtm-pg0.utah.cloudlab.us",,,,"User:","root"
"Cmdline:","dstat -t -T -cdnm --io --output client_7.dstat.csv 1",,,,"Date:","12 Apr 2022 16:45:47 MDT"
"system","epoch","total cpu usage",,,,,"dsk/total",,"net/total",,"memory usage",,,,"io/total",
"time","epoch","usr","sys","idl","wai","stl","read","writ","recv","send","used","free","buff","cach","read","writ"
12-04 16:45:47,1649803547.540,0.808,0.044,99.144,0.004,0,22644.023,1654179.497,0,0,576438272,64141402112,65544192,2502574080,1.660,4.364
12-04 16:45:48,1649803548.541,0,0,100,0,0,0,0,19885,18600,577056768,64140771328,65544192,2502598656,0,0
12-04 16:45:49,1649803549.541,0.063,0,99.937,0,0,0,0,21625,21532,577056768,64140771328,65544192,2502598656,0,0
12-04 16:45:50,1649803550.541,0,0.063,99.937,0,0,0,0,19067,18974,577183744,64140644352,65544192,2502598656,0,0
12-04 16:45:51,1649803551.541,0,0,100,0,0,0,0,21735,21536,577183744,64140644352,65544192,2502598656,0,0
12-04 16:45:52,1649803552.541,0.063,0,99.875,0.063,0,0,917504,20633,20382,577302528,64140517376,65552384,2502598656,0,154
12-04 16:45:53,1649803553.541,0.063,0.063,99.875,0,0,0,0,20260,20421,578084864,64139735040,65552384,2502598656,0,0
12-04 16:45:54,1649803554.541,0.125,0.063,99.812,0,0,0,0,22916,24142,578306048,64139513856,65552384,2502598656,0,0
12-04 16:45:55,1649803555.541,0,0.063,99.937,0,0,0,0,19942,19592,578424832,64139395072,65552384,2502598656,0,0
12-04 16:45:56,1649803556.541,0.063,0,99.937,0,0,0,0,21019,20746,578551808,64139268096,65552384,2502598656,0,0
12-04 16:45:57,1649803557.541,1.504,0.501,97.995,0,0,0,499712,25310,25777,580956160,64136855552,65560576,2502610944,0,102
12-04 16:45:58,1649803558.541,0,0,100,0,0,0,0,18959,19194,580222976,64137588736,65560576,2502598656,0,0
12-04 16:45:59,1649803559.541,0,0,100,0,0,0,0,20873,21376,580222976,64137588736,65560576,2502598656,0,0
12-04 16:46:00,1649803560.541,0,0,100,0,0,0,0,19348,19184,580222976,64137588736,65560576,2502598656,0,0
12-04 16:46:01,1649803561.541,0,0.063,99.937,0,0,0,0,20572,20784,580222976,64137588736,65560576,2502598656,0,0
12-04 16:46:02,1649803562.541,0,0,100,0,0,0,712704,19462,19632,580222976,64137588736,65560576,2502598656,0,136
12-04 16:46:03,1649803563.541,0,0,99.937,0.063,0,0,65536,19145,19266,580206592,64137596928,65568768,2502598656,0,4
12-04 16:46:04,1649803564.541,0,0,100,0,0,0,0,21292,21006,580206592,64137596928,65568768,2502598656,0,0
12-04 16:46:05,1649803565.541,0,0,100,0,0,0,0,20173,20564,580206592,64137596928,65568768,2502598656,0,0
12-04 16:46:06,1649803566.541,0,0.063,99.937,0,0,0,0,19744,20196,580206592,64137596928,65568768,2502598656,0,0
12-04 16:46:07,1649803567.541,0.063,0,99.937,0,0,0,0,21327,20498,580730880,64137072640,65568768,2502598656,0,0
12-04 16:46:08,1649803568.541,1.628,0.564,97.808,0,0,0,368640,24689,25249,581124096,64136667136,65576960,2502602752,0,62
12-04 16:46:09,1649803569.541,0.063,0,99.937,0,0,0,0,20914,20540,581124096,64136667136,65576960,2502602752,0,0
12-04 16:46:10,1649803570.541,0.125,0.062,99.812,0,0,0,0,20981,21050,581124096,64136667136,65576960,2502602752,0,0
12-04 16:46:11,1649803571.541,0,0,100,0,0,0,0,21072,20550,581120000,64136667136,65576960,2502606848,0,0
12-04 16:46:12,1649803572.541,0,0.063,99.937,0,0,0,0,20985,19988,581120000,64136667136,65576960,2502606848,0,0
12-04 16:46:13,1649803573.541,0,0,100,0,0,0,819200,20081,20616,581111808,64136667136,65585152,2502606848,0,142
12-04 16:46:14,1649803574.541,0.063,0,99.937,0,0,0,0,20026,20442,581103616,64136675328,65585152,2502606848,0,0
12-04 16:46:15,1649803575.541,0,0,100,0,0,0,0,21414,21352,581103616,64136675328,65585152,2502606848,0,0
12-04 16:46:16,1649803576.541,0,0,100,0,0,0,0,19252,19646,581103616,64136675328,65585152,2502606848,0,0
12-04 16:46:17,1649803577.541,0,0.063,99.937,0,0,0,0,20170,20418,581103616,64136675328,65585152,2502606848,0,0
12-04 16:46:18,1649803578.541,1.502,0.501,97.935,0.063,0,0,114688,24326,25357,581873664,64135905280,65593344,2502602752,0,14
12-04 16:46:19,1649803579.541,0,0,100,0,0,0,0,20307,19970,581238784,64136531968,65593344,2502606848,0,0
12-04 16:46:20,1649803580.541,0,0,100,0,0,0,0,20807,21398,581234688,64136531968,65593344,2502610944,0,0
12-04 16:46:21,1649803581.541,0,0,100,0,0,0,0,20091,20170,581226496,64136540160,65593344,2502610944,0,0
12-04 16:46:22,1649803582.541,0,0,100,0,0,0,0,21119,20774,581226496,64136540160,65593344,2502610944,0,0
12-04 16:46:23,1649803583.541,0,0.063,99.937,0,0,0,819200,20613,20200,581226496,64136540160,65601536,2502602752,0,144
12-04 16:46:24,1649803584.541,0,0.063,99.937,0,0,0,0,20026,19964,581218304,64136540160,65601536,2502610944,0,0
12-04 16:46:25,1649803585.541,0,0,100,0,0,0,0,20446,20956,581218304,64136540160,65601536,2502610944,0,0
12-04 16:46:26,1649803586.541,0,0.063,99.937,0,0,0,0,20251,20380,581218304,64136540160,65601536,2502610944,0,0
12-04 16:46:27,1649803587.541,0.063,0,99.937,0,0,0,0,19547,19620,581218304,64136540160,65601536,2502610944,0,0
12-04 16:46:28,1649803588.541,0.563,0.188,99.249,0,0,0,106496,24353,23410,586870784,64130887680,65609728,2502602752,0,16
12-04 16:46:29,1649803589.541,1.001,0.375,98.623,0,0,0,0,21953,22833,581234688,64136515584,65609728,2502610944,0,0
12-04 16:46:30,1649803590.541,0.063,0,99.937,0,0,0,0,19613,19978,581226496,64136523776,65609728,2502610944,0,0
12-04 16:46:31,1649803591.541,0,0,100,0,0,0,0,20506,20736,581226496,64136523776,65609728,2502610944,0,0
12-04 16:46:32,1649803592.541,0,0.063,99.937,0,0,0,0,21291,21150,581226496,64136523776,65609728,2502610944,0,0
12-04 16:46:33,1649803593.541,0.187,0.062,99.688,0.062,0,0,90112,20202,20016,581218304,64136523776,65617920,2502610944,0,6
12-04 16:46:34,1649803594.541,0,0,100,0,0,0,786432,20031,20366,581214208,64136523776,65617920,2502615040,0,148
12-04 16:46:35,1649803595.541,0.063,0,99.937,0,0,0,0,21599,20994,581214208,64136523776,65617920,2502615040,0,0
12-04 16:46:36,1649803596.541,0.125,0,99.875,0,0,0,0,19957,20392,581214208,64136523776,65617920,2502615040,0,0
12-04 16:46:37,1649803597.541,0,0.063,99.937,0,0,0,0,20457,20378,581214208,64136523776,65617920,2502615040,0,0
12-04 16:46:38,1649803598.541,0,0.063,99.937,0,0,0,0,19855,19984,581214208,64136523776,65617920,2502615040,0,0
12-04 16:46:39,1649803599.541,1.628,0.564,97.808,0,0,0,57344,24916,25411,582336512,64135393280,65626112,2502615040,0,10
12-04 16:46:40,1649803600.541,0.063,0,99.937,0,0,0,0,19736,19788,581861376,64135868416,65626112,2502615040,0,0
12-04 16:46:41,1649803601.541,0,0.063,99.937,0,0,0,0,20291,20392,581861376,64135868416,65626112,2502615040,0,0
12-04 16:46:42,1649803602.541,0.063,0,99.937,0,0,0,0,20686,20932,581861376,64135868416,65626112,2502615040,0,0
12-04 16:46:43,1649803603.541,0.125,0,99.875,0,0,0,0,20741,20372,581861376,64135868416,65626112,2502615040,0,0
12-04 16:46:44,1649803604.541,0,0,99.937,0.063,0,0,843776,20525,20082,581853184,64135868416,65634304,2502615040,0,154
12-04 16:46:45,1649803605.541,0.063,0,99.937,0,0,0,0,20038,20760,581853184,64135868416,65634304,2502615040,0,0
12-04 16:46:46,1649803606.541,0.063,0,99.937,0,0,0,0,20234,19990,581853184,64135868416,65634304,2502615040,0,0
12-04 16:46:47,1649803607.541,0,0.063,99.937,0,0,0,0,21232,20932,581853184,64135868416,65634304,2502615040,0,0
12-04 16:46:48,1649803608.541,0.062,0.062,99.875,0,0,0,0,20044,20588,581853184,64135868416,65634304,2502615040,0,0
12-04 16:46:49,1649803609.541,1.503,0.438,98.059,0,0,0,401408,24579,23900,589332480,64128389120,65642496,2502606848,0,88
12-04 16:46:50,1649803610.541,0.250,0.188,99.562,0,0,0,0,20923,22053,581984256,64135725056,65642496,2502619136,0,0
12-04 16:46:51,1649803611.541,0,0,100,0,0,0,0,19852,20356,581976064,64135733248,65642496,2502619136,0,0
12-04 16:46:52,1649803612.541,0,0.063,99.937,0,0,0,0,19972,20576,581967872,64135741440,65642496,2502619136,0,0
12-04 16:46:53,1649803613.541,0.062,0.062,99.875,0,0,0,0,20324,19992,581967872,64135741440,65642496,2502619136,0,0
12-04 16:46:54,1649803614.541,0.063,0.063,99.875,0,0,0,819200,20807,21338,581935104,64135774208,65650688,2502610944,0,142
12-04 16:46:55,1649803615.541,0,0.063,99.937,0,0,0,0,21067,20356,581926912,64135774208,65650688,2502619136,0,0
12-04 16:46:56,1649803616.541,0.063,0,99.937,0,0,0,0,20453,20762,581922816,64135774208,65650688,2502623232,0,0
12-04 16:46:57,1649803617.541,0.063,0,99.937,0,0,0,0,20683,20386,581918720,64135774208,65650688,2502627328,0,0
12-04 16:46:58,1649803618.541,0,0,100,0,0,0,0,19565,19804,581918720,64135774208,65650688,2502627328,0,0
12-04 16:46:59,1649803619.541,0,0,99.937,0.063,0,0,73728,19689,20010,581918720,64135774208,65658880,2502619136,0,8
12-04 16:47:00,1649803620.541,2.128,0.751,97.121,0,0,0,57344,24399,25199,581767168,64135917568,65658880,2502631424,0,10
12-04 16:47:01,1649803621.541,0,0,100,0,0,0,0,21259,20552,581799936,64135884800,65658880,2502627328,0,0
12-04 16:47:02,1649803622.541,0,0.063,99.937,0,0,0,0,21047,21154,581799936,64135884800,65658880,2502627328,0,0
12-04 16:47:03,1649803623.541,0.062,0.062,99.875,0,0,0,0,20037,20182,581799936,64135884800,65658880,2502627328,0,0
12-04 16:47:04,1649803624.541,0.063,0,99.937,0,0,0,90112,16069,15022,581922816,64135757824,65667072,2502623232,0,6
12-04 16:47:05,1649803625.541,0.437,0.312,99.250,0,0,0,794624,4477,2741,569376768,64148242432,65667072,2502680576,0,150
12-04 16:47:06,1649803626.541,0,0,100,0,0,0,0,1620,0,568987648,64148631552,65667072,2502676480,0,0
12-04 16:47:07,1649803627.541,0,0,100,0,0,0,0,1238,0,568987648,64148631552,65667072,2502676480,0,0
12-04 16:47:08,1649803628.541,0,0,100,0,0,0,0,1947,0,568987648,64148631552,65667072,2502676480,0,0
12-04 16:47:09,1649803629.541,0,0,100,0,0,0,0,1707,0,568987648,64148631552,65667072,2502676480,0,0
12-04 16:47:10,1649803630.541,1.251,0.688,97.999,0.063,0,0,868352,5601,5029,569520128,64148090880,65675264,2502672384,0,134
12-04 16:47:11,1649803631.541,0,0.062,99.938,0,0,0,0,1827,0,568647680,64148963328,65675264,2502676480,0,0
12-04 16:47:12,1649803632.541,0.062,0.062,99.875,0,0,0,0,1613,1401,568647680,64148963328,65675264,2502676480,0,0
12-04 16:47:13,1649803633.541,0.125,0,99.875,0,0,0,0,3511,980,569425920,64148185088,65675264,2502676480,0,0
