"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node6.ltseng-123454.hyflowtm-pg0.utah.cloudlab.us",,,,"User:","root"
"Cmdline:","dstat -t -T -cdnm --io --output server_4.dstat.csv 1",,,,"Date:","12 Apr 2022 16:45:45 MDT"
"system","epoch","total cpu usage",,,,,"dsk/total",,"net/total",,"memory usage",,,,"io/total",
"time","epoch","usr","sys","idl","wai","stl","read","writ","recv","send","used","free","buff","cach","read","writ"
12-04 16:45:45,1649803545.161,0.885,0.089,99.022,0.004,0,22668.039,1654065.401,0,0,580096000,64138387456,64024576,2502610944,1.665,4.081
12-04 16:45:46,1649803546.163,0.063,0,99.937,0,0,0,0,18349,10888,580177920,64138301440,64024576,2502615040,0,0
12-04 16:45:47,1649803547.163,4.837,6.407,88.693,0.063,0,0,5103616,127285,132347,597442560,64120926208,64032768,2502619136,0,656
12-04 16:45:48,1649803548.163,4.255,4.318,91.427,0,0,0,0,469258,459056,598466560,64119902208,64032768,2502619136,0,0
12-04 16:45:49,1649803549.163,5.919,5.038,89.043,0,0,0,0,1120499,1166188,600752128,64117616640,64032768,2502619136,0,0
12-04 16:45:50,1649803550.162,5.819,4.997,89.184,0,0,0,0,1189786,1203074,600883200,64117485568,64032768,2502619136,0,0
12-04 16:45:51,1649803551.163,5.615,5.615,88.770,0,0,0,0,1223082,1240492,600969216,64117399552,64032768,2502619136,0,0
12-04 16:45:52,1649803552.163,5.774,5.013,89.213,0,0,0,106496,1218542,1245069,602267648,64116092928,64040960,2502619136,0,4
12-04 16:45:53,1649803553.162,5.636,5.256,89.107,0,0,0,0,1213326,1229319,601989120,64116371456,64040960,2502619136,0,0
12-04 16:45:54,1649803554.162,5.647,5.203,89.150,0,0,0,0,1224723,1241257,602824704,64115535872,64040960,2502619136,0,0
12-04 16:45:55,1649803555.162,6.254,5.117,88.629,0,0,0,0,1231292,1256602,602300416,64116060160,64040960,2502619136,0,0
12-04 16:45:56,1649803556.162,5.725,4.771,89.504,0,0,0,0,1212293,1220160,602873856,64115486720,64040960,2502619136,0,0
12-04 16:45:57,1649803557.162,6.435,4.795,88.707,0.063,0,0,98304,1226097,1247667,603021312,64115326976,64049152,2502623232,0,6
12-04 16:45:58,1649803558.163,5.946,5.123,88.931,0,0,0,0,1214752,1242082,603017216,64115331072,64049152,2502623232,0,0
12-04 16:45:59,1649803559.162,5.084,4.505,90.412,0,0,0,0,1218318,1236393,602357760,64115990528,64049152,2502623232,0,0
12-04 16:46:00,1649803560.163,6.297,5.101,88.602,0,0,0,0,1221379,1234380,602136576,64116211712,64049152,2502623232,0,0
12-04 16:46:01,1649803561.162,5.354,5.035,89.611,0,0,0,0,1228523,1261799,602329088,64116019200,64049152,2502623232,0,0
12-04 16:46:02,1649803562.162,5.354,5.035,89.611,0,0,0,106496,1188113,1197854,603217920,64115122176,64057344,2502623232,0,8
12-04 16:46:03,1649803563.162,5.879,5.310,88.812,0,0,0,0,1204270,1221311,602927104,64115412992,64057344,2502623232,0,0
12-04 16:46:04,1649803564.162,4.747,5.067,90.186,0,0,0,0,1223029,1234887,603922432,64114417664,64057344,2502623232,0,0
