"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node17.ltseng-123454.hyflowtm-pg0.utah.cloudlab.us",,,,"User:","root"
"Cmdline:","dstat -t -T -cdnm --io --output client_9.dstat.csv 1",,,,"Date:","12 Apr 2022 16:45:47 MDT"
"system","epoch","total cpu usage",,,,,"dsk/total",,"net/total",,"memory usage",,,,"io/total",
"time","epoch","usr","sys","idl","wai","stl","read","writ","recv","send","used","free","buff","cach","read","writ"
12-04 16:45:47,1649803547.592,0.808,0.040,99.149,0.003,0,22647.110,1621087.876,0,0,576794624,64143097856,64421888,2502582272,1.656,3.829
12-04 16:45:48,1649803548.593,0.062,0.062,99.875,0,0,0,0,22362,21400,576614400,64143273984,64421888,2502586368,0,0
12-04 16:45:49,1649803549.593,0.125,0.125,99.750,0,0,0,0,24722,24928,576741376,64143147008,64421888,2502586368,0,0
12-04 16:45:50,1649803550.593,0.187,0.125,99.688,0,0,0,0,24144,24560,576741376,64143147008,64421888,2502586368,0,0
12-04 16:45:51,1649803551.593,0.188,0,99.812,0,0,0,0,22137,22000,576741376,64143147008,64421888,2502586368,0,0
12-04 16:45:52,1649803552.593,0.187,0.125,99.688,0,0,0,0,23718,23740,576868352,64143020032,64421888,2502586368,0,0
12-04 16:45:53,1649803553.593,0,0.250,99.750,0,0,0,147456,23820,24304,576860160,64143020032,64430080,2502586368,0,10
12-04 16:45:54,1649803554.593,0.063,0.125,99.812,0,0,0,0,23864,24728,577376256,64142503936,64430080,2502586368,0,0
12-04 16:45:55,1649803555.593,0.125,0.125,99.750,0,0,0,0,23073,23140,577376256,64142503936,64430080,2502586368,0,0
12-04 16:45:56,1649803556.593,0.063,0.063,99.875,0,0,0,0,24333,24328,577376256,64142503936,64430080,2502586368,0,0
12-04 16:45:57,1649803557.593,1.562,0.750,97.688,0,0,0,819200,27978,28805,580501504,64139378688,64430080,2502594560,0,166
12-04 16:45:58,1649803558.593,0,0.125,99.875,0,0,0,57344,21222,21596,579452928,64140419072,64438272,2502586368,0,4
12-04 16:45:59,1649803559.593,0.125,0.062,99.812,0,0,0,0,23586,24328,579579904,64140292096,64438272,2502586368,0,0
12-04 16:46:00,1649803560.593,0.063,0.063,99.875,0,0,0,0,23685,23948,579571712,64140300288,64438272,2502586368,0,0
12-04 16:46:01,1649803561.593,0,0,100,0,0,0,0,21324,21608,579563520,64140308480,64438272,2502586368,0,0
12-04 16:46:02,1649803562.593,0.125,0.187,99.688,0,0,0,770048,23598,24132,579563520,64140308480,64438272,2502586368,0,142
12-04 16:46:03,1649803563.593,0.125,0,99.812,0.063,0,0,49152,23046,23544,579682304,64140181504,64446464,2502586368,0,4
12-04 16:46:04,1649803564.593,0.125,0.062,99.812,0,0,0,0,23711,23716,579682304,64140181504,64446464,2502586368,0,0
12-04 16:46:05,1649803565.593,0,0.063,99.937,0,0,0,0,23439,24132,579682304,64140181504,64446464,2502586368,0,0
