"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node6.fantoch-testing.hyflowtm-pg0.apt.emulab.net",,,,"User:","root"
"Cmdline:","dstat -t -T -cdnm --io --output server_4.dstat.csv 1",,,,"Date:","11 Apr 2022 09:57:25 MDT"
"system","epoch","total cpu usage",,,,,"dsk/total",,"net/total",,"memory usage",,,,"io/total",
"time","epoch","usr","sys","idl","wai","stl","read","writ","recv","send","used","free","buff","cach","read","writ"
11-04 09:57:25,1649692645.867,1.526,0.384,98.030,0.060,0,19559.709,301202.590,0,0,460263424,13729570816,124608512,2303406080,1.737,4.418
11-04 09:57:26,1649692646.868,0.125,0.062,99.813,0,0,0,0,12270,5779,460333056,13729464320,124608512,2303426560,0,0
11-04 09:57:27,1649692647.868,2.688,2.500,94.500,0.312,0,0,81920,51186,47368,468635648,13721145344,124616704,2303430656,0,6
11-04 09:57:28,1649692648.868,0.943,1.698,97.358,0,0,0,0,213951,222226,470196224,13719543808,124616704,2303426560,0,0
11-04 09:57:29,1649692649.868,1.510,1.699,96.790,0,0,0,0,353272,369218,471580672,13718159360,124616704,2303426560,0,0
11-04 09:57:30,1649692650.868,2.066,1.753,96.180,0,0,0,0,374424,398170,471613440,13718126592,124616704,2303426560,0,0
11-04 09:57:31,1649692651.868,1.948,1.508,96.543,0,0,0,0,376477,401798,471478272,13718261760,124616704,2303426560,0,0
11-04 09:57:32,1649692652.868,1.818,1.944,96.050,0.188,0,0,61440,388845,412475,473067520,13716664320,124624896,2303426560,0,3
11-04 09:57:33,1649692653.868,1.329,1.519,97.152,0,0,0,0,384577,397736,472002560,13717729280,124624896,2303426560,0,0
11-04 09:57:34,1649692654.868,1.516,1.516,96.968,0,0,0,0,384310,414352,472305664,13717426176,124624896,2303426560,0,0
11-04 09:57:35,1649692655.868,2.008,1.757,96.236,0,0,0,0,398930,419622,473370624,13716361216,124624896,2303426560,0,0
11-04 09:57:36,1649692656.868,1.075,1.896,97.029,0,0,0,0,386691,402841,472432640,13717299200,124624896,2303426560,0,0
11-04 09:57:37,1649692657.868,1.946,1.758,96.108,0.188,0,0,45056,392166,420554,473067520,13716660224,124628992,2303426560,0,3
11-04 09:57:38,1649692658.868,1.762,1.762,96.476,0,0,0,0,400017,421477,472633344,13717094400,124628992,2303426560,0,0
11-04 09:57:39,1649692659.868,1.696,1.947,96.357,0,0,0,0,398813,419445,473862144,13715865600,124628992,2303426560,0,0
11-04 09:57:40,1649692660.868,1.268,1.458,97.273,0,0,0,0,388278,416793,472997888,13716729856,124628992,2303426560,0,0
11-04 09:57:41,1649692661.867,1.886,1.760,96.354,0,0,0,0,397128,418283,473751552,13715976192,124628992,2303426560,0,0
11-04 09:57:42,1649692662.868,1.695,1.946,96.171,0.188,0,0,49152,400116,424941,473542656,13716185088,124637184,2303418368,0,3
11-04 09:57:43,1649692663.868,1.884,1.759,96.357,0,0,0,0,391627,412787,473698304,13716021248,124637184,2303426560,0,0
11-04 09:57:44,1649692664.868,1.514,1.703,96.782,0,0,0,0,393483,418656,473026560,13716692992,124637184,2303426560,0,0
11-04 09:57:45,1649692665.868,1.701,1.638,96.660,0,0,0,0,391453,415172,474083328,13715636224,124637184,2303426560,0,0
11-04 09:57:46,1649692666.868,1.638,1.701,96.660,0,0,0,0,389262,407956,473456640,13716262912,124637184,2303426560,0,0
11-04 09:57:47,1649692667.868,1.447,1.888,96.413,0.252,0,0,49152,391240,416608,473821184,13715890176,124645376,2303426560,0,3
11-04 09:57:48,1649692668.868,1.950,1.635,96.415,0,0,0,0,397448,424357,474157056,13715554304,124645376,2303426560,0,0
11-04 09:57:49,1649692669.868,1.450,1.892,96.658,0,0,0,1523712,403825,425986,474435584,13715275776,124645376,2303426560,0,261
11-04 09:57:50,1649692670.868,2.005,1.942,96.053,0,0,0,0,396602,419783,474034176,13715677184,124645376,2303426560,0,0
11-04 09:57:51,1649692671.868,2.070,1.631,96.299,0,0,0,0,391336,411926,473567232,13716144128,124645376,2303426560,0,0
11-04 09:57:52,1649692672.868,1.759,1.884,96.043,0.314,0,0,45056,397577,420115,474112000,13715595264,124653568,2303422464,0,3
