"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node7.fantoch-testing.hyflowtm-pg0.apt.emulab.net",,,,"User:","root"
"Cmdline:","dstat -t -T -cdnm --io --output client_4.dstat.csv 1",,,,"Date:","11 Apr 2022 09:57:28 MDT"
"system","epoch","total cpu usage",,,,,"dsk/total",,"net/total",,"memory usage",,,,"io/total",
"time","epoch","usr","sys","idl","wai","stl","read","writ","recv","send","used","free","buff","cach","read","writ"
11-04 09:57:28,1649692648.289,1.317,0.127,98.499,0.056,0,20745.537,278524.486,0,0,461631488,14262587392,123723776,1785843712,1.791,4.205
11-04 09:57:29,1649692649.290,0.062,0,99.938,0,0,0,0,25135,32500,461389824,14262820864,123723776,1785864192,0,0
11-04 09:57:30,1649692650.290,0.125,0.062,99.812,0,0,0,0,25480,35492,461389824,14262820864,123723776,1785864192,0,0
11-04 09:57:31,1649692651.290,0,0,100,0,0,0,0,26991,36336,461389824,14262820864,123723776,1785864192,0,0
11-04 09:57:32,1649692652.290,0.063,0.063,99.875,0,0,0,0,24107,32904,461389824,14262820864,123723776,1785864192,0,0
11-04 09:57:33,1649692653.290,0,0,100,0,0,0,0,25212,35220,461389824,14262820864,123723776,1785864192,0,0
11-04 09:57:34,1649692654.290,0,0,99.750,0.250,0,0,81920,25396,35342,461381632,14262820864,123731968,1785864192,0,5
11-04 09:57:35,1649692655.290,0.125,0.062,99.812,0,0,0,0,26142,36036,461508608,14262693888,123731968,1785864192,0,0
11-04 09:57:36,1649692656.290,0.063,0.063,99.875,0,0,0,0,24584,32360,461508608,14262693888,123731968,1785864192,0,0
11-04 09:57:37,1649692657.290,0.063,0,99.937,0,0,0,0,26282,36350,461508608,14262693888,123731968,1785864192,0,0
11-04 09:57:38,1649692658.290,1.191,0.376,98.433,0,0,0,0,30817,40293,465010688,14259191808,123731968,1785864192,0,0
11-04 09:57:39,1649692659.290,0.063,0,99.750,0.188,0,0,53248,24058,34018,464560128,14259630080,123740160,1785868288,0,3
11-04 09:57:40,1649692660.290,0,0,100,0,0,0,0,26258,35750,464560128,14259630080,123740160,1785868288,0,0
11-04 09:57:41,1649692661.290,0.125,0,99.875,0,0,0,0,25206,35220,464560128,14259630080,123740160,1785868288,0,0
11-04 09:57:42,1649692662.290,0.063,0.125,99.812,0,0,0,0,25536,34934,464560128,14259630080,123740160,1785868288,0,0
11-04 09:57:43,1649692663.290,0,0,100,0,0,0,0,24092,34168,464560128,14259630080,123740160,1785868288,0,0
11-04 09:57:44,1649692664.290,0.063,0,99.875,0.063,0,0,16384,26061,35828,464551936,14259630080,123748352,1785868288,0,2
11-04 09:57:45,1649692665.290,0,0,100,0,0,0,61440,25646,35206,464551936,14259630080,123748352,1785868288,0,12
11-04 09:57:46,1649692666.290,0.063,0,99.937,0,0,0,0,22975,32360,464551936,14259630080,123748352,1785868288,0,0
11-04 09:57:47,1649692667.290,0.063,0,99.937,0,0,0,0,25339,35750,464551936,14259630080,123748352,1785868288,0,0
11-04 09:57:48,1649692668.290,0.125,0.125,99.750,0,0,0,0,27892,37753,464932864,14259249152,123748352,1785868288,0,0
11-04 09:57:49,1649692669.290,1.253,0.251,98.308,0.188,0,0,49152,27572,37508,464674816,14259494912,123756544,1785872384,0,3
11-04 09:57:50,1649692670.290,0.125,0,99.812,0.063,0,0,1335296,24979,34892,464740352,14259429376,123756544,1785872384,0,232
11-04 09:57:51,1649692671.290,0.125,0,99.875,0,0,0,0,24998,35506,464740352,14259429376,123756544,1785872384,0,0
11-04 09:57:52,1649692672.290,0.063,0,99.937,0,0,0,0,23430,34076,464740352,14259429376,123756544,1785872384,0,0
11-04 09:57:53,1649692673.290,0.063,0,99.937,0,0,0,0,25316,34620,464740352,14259429376,123756544,1785872384,0,0
11-04 09:57:54,1649692674.290,0.063,0.063,99.750,0.125,0,0,16384,25685,35750,464732160,14259429376,123764736,1785872384,0,2
11-04 09:57:55,1649692675.290,0.125,0.062,99.812,0,0,0,0,25467,34676,464732160,14259429376,123764736,1785872384,0,0
11-04 09:57:56,1649692676.290,0,0,100,0,0,0,0,24153,33532,464723968,14259437568,123764736,1785872384,0,0
11-04 09:57:57,1649692677.290,0,0.063,99.937,0,0,0,0,25598,34948,464723968,14259437568,123764736,1785872384,0,0
11-04 09:57:58,1649692678.290,0.063,0.063,99.875,0,0,0,0,24101,34076,464723968,14259437568,123764736,1785872384,0,0
11-04 09:57:59,1649692679.290,1.316,0.313,98.371,0,0,0,0,29272,39125,465248256,14258913280,123764736,1785876480,0,0
11-04 09:58:00,1649692680.290,0.063,0.063,99.687,0.188,0,0,61440,21329,34048,465506304,14258642944,123772928,1785876480,0,6
11-04 09:58:01,1649692681.290,0.063,0,99.937,0,0,0,0,24591,34062,465498112,14258651136,123772928,1785876480,0,0
11-04 09:58:02,1649692682.290,0,0.063,99.937,0,0,0,0,25338,34648,465498112,14258651136,123772928,1785876480,0,0
11-04 09:58:03,1649692683.290,0.125,0,99.875,0,0,0,0,26108,34892,465498112,14258651136,123772928,1785876480,0,0
11-04 09:58:04,1649692684.290,0.063,0,99.937,0,0,0,0,24562,35290,465498112,14258651136,123772928,1785876480,0,0
11-04 09:58:05,1649692685.290,0.063,0,99.812,0.125,0,0,16384,24618,34920,465489920,14258651136,123781120,1785876480,0,2
11-04 09:58:06,1649692686.290,0.063,0,99.937,0,0,0,0,26002,35506,465489920,14258651136,123781120,1785876480,0,0
11-04 09:58:07,1649692687.290,0,0,100,0,0,0,0,25357,34712,465489920,14258651136,123781120,1785876480,0,0
11-04 09:58:08,1649692688.290,0.063,0.063,99.875,0,0,0,0,25553,36050,465489920,14258651136,123781120,1785876480,0,0
11-04 09:58:09,1649692689.290,1.129,0.439,98.433,0,0,0,0,30388,39255,465666048,14258475008,123781120,1785880576,0,0
11-04 09:58:10,1649692690.290,0,0.063,99.750,0.188,0,0,49152,23716,33940,465526784,14258610176,123785216,1785876480,0,3
11-04 09:58:11,1649692691.290,0.063,0,99.937,0,0,0,0,25350,35492,465522688,14258610176,123785216,1785880576,0,0
11-04 09:58:12,1649692692.290,0,0,100,0,0,0,0,24870,34906,465522688,14258610176,123785216,1785880576,0,0
11-04 09:58:13,1649692693.290,0.063,0,99.937,0,0,0,0,26239,35178,465522688,14258610176,123785216,1785880576,0,0
11-04 09:58:14,1649692694.290,0.063,0,99.937,0,0,0,0,25085,35506,465514496,14258618368,123785216,1785880576,0,0
11-04 09:58:15,1649692695.290,0.063,0.063,99.750,0.125,0,0,16384,24877,34156,465514496,14258618368,123789312,1785876480,0,2
11-04 09:58:16,1649692696.290,0,0.063,99.937,0,0,0,0,25463,34934,465510400,14258618368,123789312,1785880576,0,0
11-04 09:58:17,1649692697.290,0.063,0.063,99.875,0,0,0,0,25092,34648,465510400,14258618368,123789312,1785880576,0,0
11-04 09:58:18,1649692698.290,0.063,0,99.937,0,0,0,0,23935,33504,465510400,14258618368,123789312,1785880576,0,0
11-04 09:58:19,1649692699.290,0.125,0.063,99.812,0,0,0,0,27138,37675,465891328,14258237440,123789312,1785880576,0,0
11-04 09:58:20,1649692700.290,1.127,0.438,98.247,0.188,0,0,40960,27721,37640,465584128,14258540544,123793408,1785880576,0,2
11-04 09:58:21,1649692701.290,0,0,100,0,0,0,36864,25133,34606,465567744,14258556928,123793408,1785880576,0,7
11-04 09:58:22,1649692702.290,0.063,0.063,99.875,0,0,0,0,25320,35806,465567744,14258556928,123793408,1785880576,0,0
11-04 09:58:23,1649692703.290,0,0,100,0,0,0,0,24887,35192,465567744,14258556928,123793408,1785880576,0,0
11-04 09:58:24,1649692704.290,0.063,0,99.937,0,0,0,0,25360,34984,465567744,14258556928,123793408,1785880576,0,0
