"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node0.fantoch-testing.hyflowtm-pg0.apt.emulab.net",,,,"User:","root"
"Cmdline:","dstat -t -T -cdnm --io --output server_1.dstat.csv 1",,,,"Date:","11 Apr 2022 09:57:25 MDT"
"system","epoch","total cpu usage",,,,,"dsk/total",,"net/total",,"memory usage",,,,"io/total",
"time","epoch","usr","sys","idl","wai","stl","read","writ","recv","send","used","free","buff","cach","read","writ"
11-04 09:57:25,1649692645.525,11.550,0.488,87.764,0.199,0,112083.657,1689442.834,0,0,579903488,14905544704,16568320,1171742720,4.266,16.265
11-04 09:57:26,1649692646.526,0,0.062,99.938,0,0,0,561152,9868,9230,579465216,14905978880,16568320,1171746816,0,99
11-04 09:57:27,1649692647.526,3.692,2.315,93.680,0.313,0,0,122880,67685,63326,589737984,14895697920,16576512,1171755008,0,6
11-04 09:57:28,1649692648.526,2.821,1.630,95.549,0,0,0,0,228684,210738,598908928,14886526976,16576512,1171746816,0,0
11-04 09:57:29,1649692649.526,1.690,1.877,96.433,0,0,0,0,322901,303233,600690688,14884745216,16576512,1171746816,0,0
11-04 09:57:30,1649692650.526,1.201,1.580,97.219,0,0,0,0,349844,300234,601448448,14883987456,16576512,1171746816,0,0
11-04 09:57:31,1649692651.526,1.514,1.451,97.035,0,0,0,0,354266,310631,600711168,14884724736,16576512,1171746816,0,0
11-04 09:57:32,1649692652.526,1.392,1.266,97.152,0.190,0,0,65536,348041,317652,601178112,14884249600,16584704,1171746816,0,3
11-04 09:57:33,1649692653.526,1.634,1.823,96.543,0,0,0,0,368244,332500,601313280,14884130816,16584704,1171746816,0,0
11-04 09:57:34,1649692654.526,1.138,1.643,97.219,0,0,0,0,357213,319581,601075712,14884368384,16584704,1171746816,0,0
11-04 09:57:35,1649692655.526,1.077,1.584,97.338,0,0,0,0,363695,327939,601735168,14883708928,16584704,1171746816,0,0
11-04 09:57:36,1649692656.526,1.454,1.454,97.092,0,0,0,0,369083,329715,602267648,14883176448,16584704,1171746816,0,0
11-04 09:57:37,1649692657.526,1.138,1.770,96.903,0.190,0,0,49152,372323,335812,602046464,14883389440,16592896,1171746816,0,3
11-04 09:57:38,1649692658.526,1.710,1.837,96.453,0,0,0,0,387974,347026,602382336,14883053568,16592896,1171746816,0,0
11-04 09:57:39,1649692659.526,1.013,1.709,97.278,0,0,0,0,376851,337312,602120192,14883315712,16592896,1171746816,0,0
11-04 09:57:40,1649692660.526,1.515,1.326,97.159,0,0,0,0,370175,336608,602169344,14883266560,16592896,1171746816,0,0
11-04 09:57:41,1649692661.526,1.699,1.636,96.665,0,0,0,102400,372564,334954,601694208,14883741696,16592896,1171746816,0,20
