"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node8.ltseng-123454.hyflowtm-pg0.utah.cloudlab.us",,,,"User:","root"
"Cmdline:","dstat -t -T -cdnm --io --output server_5.dstat.csv 1",,,,"Date:","12 Apr 2022 16:04:13 MDT"
"system","epoch","total cpu usage",,,,,"dsk/total",,"net/total",,"memory usage",,,,"io/total",
"time","epoch","usr","sys","idl","wai","stl","read","writ","recv","send","used","free","buff","cach","read","writ"
12-04 16:04:13,1649801053.889,0.917,0.055,99.025,0.004,0,25536.105,1813755.051,0,0,578543616,64141193216,64016384,2502615040,1.868,4.323
12-04 16:04:14,1649801054.890,0,0.062,99.938,0,0,0,0,16146,11292,579280896,64140447744,64016384,2502623232,0,0
12-04 16:04:15,1649801055.890,3.815,4.440,91.745,0,0,0,204800,76358,77236,589443072,64130207744,64024576,2502631424,0,16
12-04 16:04:16,1649801056.890,2.456,2.330,95.214,0,0,0,0,283149,276268,590819328,64128831488,64024576,2502627328,0,0
12-04 16:04:17,1649801057.890,3.781,2.836,93.384,0,0,0,0,682734,695509,593027072,64126623744,64024576,2502627328,0,0
12-04 16:04:18,1649801058.890,3.418,2.911,93.671,0,0,0,0,692554,691666,592535552,64127115264,64024576,2502627328,0,0
12-04 16:04:19,1649801059.890,3.283,3.283,93.434,0,0,0,0,696193,711426,593195008,64126455808,64024576,2502627328,0,0
12-04 16:04:20,1649801060.890,3.359,2.978,93.663,0,0,0,0,701006,712521,592961536,64126689280,64024576,2502627328,0,0
12-04 16:04:21,1649801061.890,3.302,2.921,93.778,0,0,0,114688,712270,712715,593768448,64125874176,64032768,2502627328,0,6
12-04 16:04:22,1649801062.890,3.526,3.338,93.136,0,0,0,0,709078,725470,593408000,64126234624,64032768,2502627328,0,0
12-04 16:04:23,1649801063.890,3.304,2.859,93.837,0,0,0,0,718170,736182,593768448,64125874176,64032768,2502627328,0,0
12-04 16:04:24,1649801064.890,3.659,3.091,93.249,0,0,0,0,710630,714169,593526784,64126115840,64032768,2502627328,0,0
12-04 16:04:25,1649801065.890,3.167,3.293,93.540,0,0,0,0,708412,727857,594137088,64125505536,64032768,2502627328,0,0
12-04 16:04:26,1649801066.890,3.295,3.042,93.663,0,0,0,0,720586,733866,594821120,64124821504,64032768,2502627328,0,0
12-04 16:04:27,1649801067.890,3.461,3.587,92.889,0.063,0,0,90112,717703,725554,594771968,64124878848,64040960,2502627328,0,6
12-04 16:04:28,1649801068.890,3.218,3.533,93.249,0,0,0,0,723436,740930,593481728,64126169088,64040960,2502627328,0,0
12-04 16:04:29,1649801069.890,3.849,2.965,93.186,0,0,0,4661248,717418,727767,594198528,64125452288,64040960,2502627328,0,606
