"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node9.ltseng-123454.hyflowtm-pg0.utah.cloudlab.us",,,,"User:","root"
"Cmdline:","dstat -t -T -cdnm --io --output client_5.dstat.csv 1",,,,"Date:","12 Apr 2022 16:04:16 MDT"
"system","epoch","total cpu usage",,,,,"dsk/total",,"net/total",,"memory usage",,,,"io/total",
"time","epoch","usr","sys","idl","wai","stl","read","writ","recv","send","used","free","buff","cach","read","writ"
12-04 16:04:16,1649801056.375,0.909,0.044,99.043,0.003,0,25510.959,1819724.357,0,0,576815104,64145235968,62930944,2502344704,1.871,4.355
12-04 16:04:17,1649801057.376,0.062,0.062,99.875,0,0,0,0,16852,15548,576475136,64145571840,62930944,2502348800,0,0
12-04 16:04:18,1649801058.376,0.063,0,99.937,0,0,0,0,17965,17516,576475136,64145571840,62930944,2502348800,0,0
12-04 16:04:19,1649801059.376,0,0.063,99.937,0,0,0,0,18101,18070,576475136,64145571840,62930944,2502348800,0,0
12-04 16:04:20,1649801060.376,0.063,0,99.937,0,0,0,0,15654,15562,576475136,64145571840,62930944,2502348800,0,0
12-04 16:04:21,1649801061.376,0.063,0,99.875,0.063,0,0,147456,18054,18264,576471040,64145571840,62939136,2502344704,0,10
12-04 16:04:22,1649801062.376,0.063,0.063,99.875,0,0,0,0,17622,17904,576593920,64145444864,62939136,2502348800,0,0
12-04 16:04:23,1649801063.376,0.063,0,99.937,0,0,0,0,16383,16504,576593920,64145444864,62939136,2502348800,0,0
12-04 16:04:24,1649801064.376,0.125,0,99.875,0,0,0,909312,18094,18070,576593920,64145444864,62939136,2502348800,0,174
12-04 16:04:25,1649801065.376,0.062,0.062,99.875,0,0,0,0,17957,17682,576622592,64145416192,62939136,2502348800,0,0
12-04 16:04:26,1649801066.376,2.003,0.626,97.372,0,0,0,0,20494,19654,581218304,64140812288,62939136,2502361088,0,0
12-04 16:04:27,1649801067.376,0.188,0.125,99.687,0,0,0,57344,19348,20115,579858432,64142147584,62947328,2502348800,0,4
12-04 16:04:28,1649801068.376,0.063,0,99.937,0,0,0,0,18310,17294,579575808,64142430208,62947328,2502348800,0,0
12-04 16:04:29,1649801069.376,0.063,0,99.937,0,0,0,0,18099,17266,579575808,64142430208,62947328,2502348800,0,0
12-04 16:04:30,1649801070.376,0.125,0,99.875,0,0,0,0,18732,18084,579575808,64142430208,62947328,2502348800,0,0
12-04 16:04:31,1649801071.376,0.062,0.062,99.875,0,0,0,0,17667,17128,579575808,64142430208,62947328,2502348800,0,0
12-04 16:04:32,1649801072.376,0.063,0,99.937,0,0,0,57344,16015,16698,579567616,64142430208,62955520,2502348800,0,4
12-04 16:04:33,1649801073.376,0.125,0.062,99.812,0,0,0,0,17923,17682,579567616,64142430208,62955520,2502348800,0,0
12-04 16:04:34,1649801074.376,0,0,100,0,0,0,0,18541,17488,579567616,64142430208,62955520,2502348800,0,0
12-04 16:04:35,1649801075.376,0.125,0,99.875,0,0,0,0,17626,17086,579567616,64142430208,62955520,2502348800,0,0
12-04 16:04:36,1649801076.376,0,0,100,0,0,0,0,17609,17668,579567616,64142430208,62955520,2502348800,0,0
12-04 16:04:37,1649801077.376,1.438,0.688,97.875,0,0,0,0,22143,22743,581955584,64140042240,62955520,2502348800,0,0
12-04 16:04:38,1649801078.376,0.062,0.062,99.812,0.062,0,0,57344,17686,17100,580997120,64140992512,62963712,2502348800,0,4
12-04 16:04:39,1649801079.376,0.063,0,99.937,0,0,0,0,17258,17280,580988928,64141000704,62963712,2502348800,0,0
12-04 16:04:40,1649801080.376,0.062,0.125,99.812,0,0,0,884736,18207,18070,580988928,64141000704,62963712,2502348800,0,174
12-04 16:04:41,1649801081.376,0.063,0,99.937,0,0,0,0,17692,17280,580988928,64141000704,62963712,2502348800,0,0
12-04 16:04:42,1649801082.376,0.063,0,99.937,0,0,0,0,17998,17294,580988928,64141000704,62963712,2502348800,0,0
12-04 16:04:43,1649801083.376,0.187,0.062,99.750,0,0,0,24576,18198,17488,580980736,64141000704,62971904,2502348800,0,4
12-04 16:04:44,1649801084.376,0.063,0,99.937,0,0,0,0,17564,17474,580976640,64141000704,62971904,2502352896,0,0
12-04 16:04:45,1649801085.376,0.063,0,99.937,0,0,0,0,16899,17100,580976640,64141000704,62971904,2502352896,0,0
12-04 16:04:46,1649801086.376,0.063,0,99.937,0,0,0,0,17504,17474,580976640,64141000704,62971904,2502352896,0,0
12-04 16:04:47,1649801087.376,1.564,0.563,97.872,0,0,0,0,22671,22489,580984832,64140992512,62971904,2502352896,0,0
12-04 16:04:48,1649801088.376,0,0.063,99.937,0,0,0,98304,17617,17474,580964352,64141000704,62980096,2502356992,0,8
12-04 16:04:49,1649801089.376,0.063,0.063,99.875,0,0,0,0,18747,18056,580964352,64141000704,62980096,2502356992,0,0
12-04 16:04:50,1649801090.376,0.063,0,99.937,0,0,0,0,16787,16906,580964352,64141000704,62980096,2502356992,0,0
12-04 16:04:51,1649801091.376,0.125,0,99.875,0,0,0,0,17145,17280,580964352,64141000704,62980096,2502356992,0,0
12-04 16:04:52,1649801092.376,0,0,100,0,0,0,0,18243,17682,580964352,64141000704,62980096,2502356992,0,0
12-04 16:04:53,1649801093.376,0.063,0,99.875,0.063,0,0,24576,17594,17280,580964352,64141000704,62988288,2502348800,0,4
